First Name,Last Name,Name Prefix,Name Suffix,File Name,Email,Telephone,Cell Phone,Address 1,Address 2,City,State / Province,Postal Code,Country,Member Active,Member Join Date,Expiration Date,Membership Plan,Membership Type,Your Skills,Your Interests,Volunteering?,Administrative Notes,Joint Member,Email of Joint,Mbr. List - Show Name,Mbr. List - Show Address,Mbr. List - Show Phone,Mbr. List - Show Email,Birth Year,Gender
Virginia,Moen,,,,moenv@mail.com,701-466-4508,,428 State St,,Walhalla,ND,58282,US,Yes,11/27/2023,05/04/2027,Student,Individual,,,No,,,,Yes,Yes,No,Yes,2005,Female
Zachary,Sorensen,,,,zacharys@gondtc.com,701-766-3703,701-795-1666,2285 2nd Ave S,,Steele,ND,58482,US,No,06/17/2020,02/14/2026,Student,Individual,,Fur trade era,Yes,,,,Yes,Yes,Yes,Yes,1999,Male
Megan,Williams,,,,mwilliams@yahoo.com,701-686-1272,701-889-2795,6924 Lakeview Dr,Apt 10,Ellendale,ND,58436,US,Yes,08/16/2022,11/14/2027,Individual,Individual,,"One-room schoolhouses, Military history, County histories",No,,,,Yes,Yes,No,Yes,1961,Female
,,,,Williams County Historical Society,info@williamscountyhistor.org,701-645-3591,,7533 Main St,,Medora,ND,58645,US,Yes,03/10/2022,11/28/2026,Organization,Organization,,,No,,,,Yes,Yes,Yes,Yes,,
Bruce,Grandahl,,,,bruce_grandahl@restel.com,701-673-4798,,3122 University Dr,,Bottineau,ND,58318,US,Yes,09/25/2018,07/16/2026,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,,Male
Karen,Lee,,,,klee@live.com,701-950-1989,,7146 1st Ave N,Unit A,Williston,ND,58801,US,Yes,04/14/2025,03/31/2027,Student,Individual,"Military records, Immigration records",,No,,,,Yes,Yes,Yes,Yes,2002,Female
Andrea,Oberg,,,,aoberg@ndsupernet.com,701-817-5889,701-289-1803,1884 Division St,Unit B,Steele,ND,58482,US,Yes,05/02/2020,04/26/2026,Individual,Individual,,"Civil War records, Red River Valley history, Town histories",No,,,,Yes,Yes,Yes,No,1943,Female
Brenda,Hansen,,,,bhansen@aol.com,,,6845 Lakeview Dr,,Walhalla,ND,58282,US,Yes,07/04/2012,03/28/2027,Individual,Individual,,,No,,,,Yes,Yes,No,Yes,1952,Female
Samantha,Hovland,,,,samantha_hovland@protonmail.com,701-904-1860,701-244-2815,886 Meadow Ln,,Kenmare,ND,58746,US,Yes,09/21/2014,06/18/2027,Individual,Individual,Courthouse research,"Church records, DNA genealogy",Yes,,,,Yes,No,No,Yes,1997,Female
Kimberly,Nelson,,,,knelson@mail.com,701-954-9273,701-600-9662,9774 State St,,Ellendale,ND,58436,US,Yes,05/16/2021,07/10/2026,Family,Individual,,,No,,James Nelson,james_nelson@outlook.com,Yes,No,Yes,Yes,,Female
Mary,Fischer,,,,mary.fischer@msn.com,701-454-5966,701-659-4299,4554 Park Ave,,Hettinger,ND,58639,US,Yes,03/05/2015,12/27/2026,Individual,Individual,,,No,,,,Yes,Yes,No,Yes,1969,Female
Ashley,Weiss,,,,ashleyw@westriv.com,,,5379 Lincoln Ave,Unit D,Grafton,ND,58237,US,Yes,08/19/2018,12/20/2027,Individual,Individual,,,No,,,,Yes,No,Yes,Yes,1975,Female
John,Pfeiffer,Ms.,,,jpfeiffer@msn.com,701-675-1022,,1258 Country Club Rd,,Mayville,ND,58257,US,Yes,05/12/2017,09/01/2026,Individual,Individual,,,No,,,,Yes,No,Yes,Yes,1948,Male
Kathryn,Pfeiffer,,,,pfeifferk@protonmail.com,,,7235 University Dr,Apt 17,Stanley,ND,58784,US,Yes,09/10/2024,07/13/2026,Individual,Individual,,,No,,,,Yes,Yes,No,Yes,,Female
Louis,Nygaard,,,,lnygaard@gondtc.com,701-668-2752,701-206-7483,5543 Country Club Rd,,Hazen,ND,58545,US,No,01/04/2017,08/02/2025,Individual,Individual,,,No,,,,Yes,No,No,Yes,1956,Male
Luke,Nelson,,,,luken@restel.com,701-918-9998,,8906 River Rd,Apt 8,Fargo,ND,58102,US,No,08/21/2019,02/15/2026,Family,Individual,,,No,,Emma Nelson,nelsone@bektel.com,Yes,Yes,Yes,No,1948,Male
Isabella,Ehrenberg,,,,iehrenberg@restel.com,701-946-3955,,444 Meadow Ln,,Wishek,ND,58495,US,Yes,07/28/2016,07/10/2027,Individual,Individual,,,No,,,,Yes,Yes,No,Yes,1951,Female
Brandon,Froelich,,,,brandon_froelich@yahoo.com,701-711-9748,,7461 Broadway,,Dickinson,ND,58601,US,Yes,09/14/2018,07/05/2027,Individual,Individual,,"Cemetery preservation, Scandinavian genealogy, Railroad history",Yes,Records Committee,,,Yes,Yes,Yes,Yes,,Male
Matthew,Helgeson,,,,matthew.helgeson@polarcomm.com,,,2343 Heritage Ln,,Grand Forks,ND,58201,US,Yes,08/14/2022,10/20/2027,Individual,Individual,,Bonanza farming,No,,,,Yes,Yes,Yes,Yes,1992,Male
Sharon,Anderson,,,,sanderson@gondtc.com,701-402-2388,,2618 Division St,,Cooperstown,ND,58425,US,Yes,07/25/2023,07/07/2026,Family,Individual,,Red River Valley history,No,,Benjamin Anderson,benjamin.anderson@bektel.com,Yes,No,Yes,Yes,1996,Female
Harper,Pedersen,,,,hpedersen@gondtc.com,701-596-9561,701-748-8779,9483 Sunset Blvd,,Fargo,ND,58104,US,Yes,07/21/2020,06/14/2027,Family,Individual,,"Fur trade era, German-Russian heritage",Yes,,Mark Pedersen,markp@hotmail.com,Yes,Yes,No,Yes,,Female
Harper,Froelich,,,,harper.froelich@icloud.com,701-597-6450,,4330 Heritage Ln,,Hazen,ND,58545,US,Yes,09/06/2017,03/29/2027,Student,Individual,,,No,,,,Yes,Yes,No,Yes,2003,Female
Peter,Bakken,Ms.,,,peter.bakken@restel.com,,,9133 River Rd,,Beach,ND,58621,US,Yes,03/23/2019,10/30/2026,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,1972,Male
Colton,Schneider,,,,cschneider@gondtc.com,701-932-7025,,445 Rosewood Ln,Unit A,Rugby,ND,58368,US,Yes,11/20/2016,10/26/2026,Student,Individual,"Military records, Writing","Frontier medicine, Native American history, One-room schoolhouses",No,,,,Yes,No,No,No,2001,Male
Andrew,Knutson,,,,aknutson@aol.com,,701-984-1256,4043 River Rd,Apt 3,Harvey,ND,58341,US,Yes,07/05/2012,04/02/2027,Individual,Individual,,,No,,,,Yes,No,No,Yes,1952,Male
Janet,Schmidt,Mr.,,,janet_schmidt@midco.net,701-909-3712,,815 Division St,,Williston,ND,58801,US,Yes,09/26/2016,04/09/2026,Individual,Individual,,,No,,,,Yes,Yes,No,Yes,,Female
,,,,State Historical Society of North Dakota,info@statehistoricalsocie.org,701-295-4582,,3911 School Rd,,Fargo,ND,58104,US,Yes,08/15/2021,07/16/2026,Organization,Organization,,,No,,,,Yes,Yes,Yes,Yes,,
Ashley,Hagen,,,,hagena@protonmail.com,,,9113 Sunset Blvd,,West Fargo,ND,58078,US,No,08/31/2015,08/15/2025,Student,Individual,,,No,,,,Yes,No,Yes,No,2002,Female
Colton,Iverson,,,,coltoni@icloud.com,,,4585 5th St S,,Tioga,ND,58852,US,No,01/25/2022,11/28/2025,Patron,Individual,,,No,,,,Yes,Yes,Yes,Yes,,Male
Walter,Vold,,,,walter.vold@polarcomm.com,701-699-7325,,9759 Hillside Dr,,Bismarck,ND,58503,US,Yes,04/07/2015,07/11/2026,Individual,Individual,,,No,,,,Yes,Yes,No,No,1974,Male
Justin,Olson,,,,olsonj@icloud.com,,701-650-3740,3554 Valley View Rd,Unit A,Bismarck,ND,58501,US,Yes,01/06/2022,06/14/2027,Family,Individual,,,No,,Debra Olson,dolson@hotmail.com,Yes,Yes,Yes,No,1992,Male
Virginia,Kraft,,,,virginiak@mail.com,701-472-4911,701-303-5513,3810 Airport Rd,,Rugby,ND,58368,US,No,04/16/2018,01/27/2026,Individual,Individual,"DNA analysis, Public speaking","Immigration patterns, Farm families, Church records",Yes,,,,Yes,No,Yes,Yes,1955,Female
Gloria,Nordstrom,,,,gnordstrom@live.com,701-836-4994,,5358 Country Club Rd,,Hillsboro,ND,58045,US,Yes,06/05/2019,06/05/2027,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,,Female
Samantha,Erickson,,,,ericksons@drtel.net,701-521-4910,701-334-5915,7591 Birch St,,Fargo,ND,58102,US,No,11/25/2014,11/16/2025,Individual,Individual,Census research,"DNA genealogy, Fur trade era, German-Russian heritage",No,,,,Yes,Yes,Yes,Yes,1977,Female
Zachary,Lee,,,,zacharyl@ndsupernet.com,,701-403-6548,3381 Rosewood Ln,,Fargo,ND,58103,US,No,07/07/2019,02/09/2026,Patron,Individual,,,Yes,,,,Yes,Yes,Yes,No,1984,Male
Jennifer,Quale,,,,jennifer_quale@ndsupernet.com,701-521-6863,,2905 State St,,Steele,ND,58482,US,Yes,01/25/2013,11/12/2026,Individual,Individual,"German translation, Census research",,No,,,,Yes,Yes,Yes,Yes,1952,Female
William,Stenberg,,,,stenbergw@restel.com,701-667-5153,701-899-6636,5873 Sunset Blvd,,Tioga,ND,58852,US,Yes,11/01/2012,07/14/2027,Family,Individual,,,Yes,,Sara Stenberg,sara.stenberg@icloud.com,Yes,Yes,Yes,Yes,,Male
Ashley,Johnson,,,,ashley.johnson@outlook.com,701-409-7082,,4216 Park Ave,,Dickinson,ND,58601,US,Yes,02/08/2023,11/22/2026,Individual,Individual,"Oral history interviews, Census research, German translation","Pioneer women, Civil War records",No,,,,Yes,Yes,No,Yes,,Female
Madison,Bakken,,,,madison_bakken@aol.com,701-543-5523,701-953-9402,1313 Birch St,,Mayville,ND,58257,US,Yes,06/16/2014,10/01/2026,Individual,Individual,Military records,,Yes,,,,Yes,No,Yes,Yes,1945,Female
Brenda,Torgerson,,,,brenda.torgerson@live.com,701-309-3061,701-524-6690,7287 State St,,Grand Forks,ND,58203,US,Yes,01/12/2025,09/30/2027,Individual,Individual,,"Homesteading era, Red River Valley history",No,,,,Yes,Yes,Yes,Yes,,Female
George,Weber,,,,weberg@gmail.com,701-389-2846,701-309-4368,3379 Valley View Rd,Apt 10,Mandan,ND,58554,US,Yes,06/22/2024,06/19/2027,Individual,Individual,"Military records, Church records, Digital scanning","County histories, Native American history",No,,,,Yes,Yes,No,Yes,1968,Male
Adam,Dahl,,,,adahl@outlook.com,,701-734-1118,6254 Rosewood Ln,,Stanley,ND,58784,US,No,03/28/2018,04/13/2025,Patron,Individual,Genealogy software,,No,,,,Yes,No,Yes,Yes,1957,Male
Shirley,Krause,Mr.,,,skrause@drtel.net,701-318-1651,701-350-5920,2282 Airport Rd,,Bottineau,ND,58318,US,Yes,01/31/2015,10/02/2026,Individual,Individual,,,No,,,,Yes,Yes,No,Yes,1956,Female
Carolyn,Fossum,,,,fossumc@westriv.com,701-286-5683,,8174 Main St,,Ellendale,ND,58436,US,Yes,02/17/2017,04/09/2027,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,,Female
Frances,Johnson,,,,francesj@ndsupernet.com,,,8420 Maple Ave,,Northwood,ND,58267,US,Yes,12/29/2015,04/08/2026,Family,Individual,,,No,,Caleb Johnson,caleb_johnson@ndsupernet.com,Yes,Yes,No,No,1980,Female
Shirley,Pfeiffer,,,,shirley.pfeiffer@gondtc.com,701-335-3837,,238 Prairie Dr,Unit C,Fargo,ND,58104,US,No,09/30/2022,12/18/2025,Individual,Individual,,,No,,,,Yes,No,No,Yes,1941,Female
Ruth,Severson,,,,ruth_severson@gondtc.com,701-969-2540,,434 Rosewood Ln,Unit A,Walhalla,ND,58282,US,Yes,08/22/2022,10/20/2026,Patron,Individual,,"Civil War records, Immigration patterns",Yes,,,,Yes,Yes,No,Yes,1952,Female
,,,,Walsh County Historical Society,info@walshcountyhistorica.org,701-616-4119,,1645 2nd Ave S,Suite 200,Hazen,ND,58545,US,Yes,04/20/2020,02/28/2027,Organization,Organization,,,No,,,,Yes,Yes,Yes,Yes,,
Anthony,Knutson,,,,anthony.knutson@drtel.net,701-667-1264,701-630-7558,1739 Cedar Ct,,Ellendale,ND,58436,US,No,05/08/2015,06/16/2025,Patron,Individual,,,No,,,,Yes,No,Yes,Yes,1945,Male
Connor,Hanson,,,,connor.hanson@bektel.com,,,5521 2nd Ave S,,Wahpeton,ND,58075,US,No,09/26/2022,06/30/2025,Individual,Individual,,,No,,,,Yes,Yes,No,No,,Male
Billy,Schaefer,,,,billy_schaefer@westriv.com,,,6085 Industrial Blvd,,Medora,ND,58645,US,Yes,07/28/2013,12/06/2027,Individual,Individual,,,Yes,,,,Yes,Yes,Yes,Yes,,Male
Joan,Vogt,,,,joan.vogt@bektel.com,701-249-8614,701-324-9021,7640 Willow Dr,,Rugby,ND,58368,US,Yes,07/05/2021,11/27/2027,Student,Individual,Church records,,No,,,,Yes,Yes,No,Yes,2002,Female
Janet,Bjerke,,,,janet.bjerke@restel.com,701-357-9165,,4881 School Rd,,Enderlin,ND,58027,US,Yes,06/20/2016,04/22/2026,Individual,Individual,,"Red River Valley history, DNA genealogy, Military history",Yes,Secretary,,,Yes,No,No,Yes,1954,Female
Gary,Erickson,,,,gary.erickson@mail.com,701-489-3344,701-821-6902,5588 Division St,,Northwood,ND,58267,US,Yes,12/04/2019,12/06/2027,Individual,Individual,,"Native American history, Farm families",Yes,,,,Yes,Yes,No,Yes,1976,Male
Gabriel,Hovland,,,,gabriel_hovland@mail.com,701-534-3502,701-838-2578,1353 Railway Ave,,Valley City,ND,58072,US,Yes,07/12/2025,07/20/2027,Family,Individual,"Cemetery transcription, Military records",,No,,Linda Hovland,linda.hovland@outlook.com,Yes,Yes,Yes,Yes,,Male
Sandra,Dahlgren,,,,sandrad@ndsupernet.com,,,7174 Pioneer Way,,West Fargo,ND,58078,US,Yes,12/11/2023,01/26/2027,Individual,Individual,,"Norwegian immigration, Pioneer women",No,,,,Yes,No,No,Yes,,Female
Andrea,Wolff,,,,andrea_wolff@restel.com,701-974-1681,,7331 Industrial Blvd,,Beach,ND,58621,US,No,05/07/2014,12/15/2025,Individual,Individual,Database management,"Fur trade era, Immigration patterns",No,,,,Yes,Yes,No,No,1947,Female
Donna,Bjerke,,,,bjerked@bektel.com,701-996-7571,,5867 River Rd,,Linton,ND,58552,US,Yes,07/10/2012,03/18/2027,Individual,Individual,"Courthouse research, Census research, Public speaking",,Yes,,,,Yes,No,No,Yes,1953,Female
Lisa,Sorensen,Dr.,,,lisas@mail.com,,701-368-5527,5632 Broadway,,Garrison,ND,58540,US,Yes,01/20/2015,11/30/2026,Individual,Individual,Grant writing,,No,,,,Yes,Yes,No,Yes,,Female
Lucas,Nygaard,,,,lucas_nygaard@yahoo.com,701-260-6747,,9878 Industrial Blvd,Unit C,Grafton,ND,58237,US,Yes,08/19/2012,12/31/2099,Lifetime,Individual,,,No,,,,Yes,Yes,Yes,Yes,,Male
Jeffrey,Nordstrom,,,,nordstromj@bektel.com,,701-462-1256,8904 Lakeview Dr,Unit D,Grand Forks,ND,58203,US,Yes,04/12/2019,08/25/2026,Individual,Individual,Oral history interviews,,No,,,,Yes,Yes,Yes,Yes,,Male
Amelia,Vold,,,,amelia_vold@msn.com,701-758-3947,,9112 Broadway,,Minot,ND,58701,US,Yes,12/06/2020,04/23/2027,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,,Female
Vincent,Domogalla,,,,vincent.domogalla@live.com,701-520-2065,,1115 Washington St,Apt 2,Rugby,ND,58368,US,Yes,08/23/2019,07/26/2026,Student,Individual,Social media,,No,,,,Yes,Yes,Yes,Yes,2005,Male
Lisa,Fossum,,,,lisa.fossum@icloud.com,701-423-8331,701-883-9932,4961 Meadow Ln,Unit A,Bismarck,ND,58501,US,No,01/02/2014,05/23/2025,Individual,Individual,,,No,,,,Yes,Yes,No,Yes,1969,Female
Colton,Huber,,,,colton.huber@outlook.com,701-693-5835,,5649 3rd St NW,,Beach,ND,58621,US,Yes,11/20/2021,07/05/2026,Student,Individual,"Church records, Event planning",,No,,,,Yes,Yes,No,No,2003,Male
Rebecca,Quale,,,,rebeccaq@midco.net,701-719-6427,,4942 Park Ave,Apt 10,Northwood,ND,58267,US,No,01/21/2020,10/16/2025,Individual,Individual,Census research,,No,,,,Yes,No,Yes,No,,Female
Kimberly,Anderson,,,,kimberly.anderson@polarcomm.com,,701-320-9170,3877 Oak Ave,,Cavalier,ND,58220,US,Yes,11/05/2023,10/22/2027,Family,Individual,,,No,,Louis Anderson,louis.anderson@aol.com,Yes,Yes,Yes,Yes,1980,Female
Grace,Holm,,,,graceh@hotmail.com,701-812-7944,,3185 4th Ave NE,Unit B,Rugby,ND,58368,US,Yes,01/31/2018,03/23/2027,Individual,Individual,,Fur trade era,Yes,,,,Yes,Yes,Yes,Yes,,Female
Peter,Holm,,,,pholm@yahoo.com,701-802-8025,701-835-1986,1725 River Rd,Unit C,Fargo,ND,58103,US,No,05/29/2017,12/14/2025,Individual,Individual,,,No,,,,Yes,No,Yes,No,,Male
Benjamin,Wold,,,,benjamin_wold@restel.com,,,282 Hillside Dr,,Fargo,ND,58104,US,Yes,09/09/2012,09/29/2027,Individual,Individual,,,No,,,,Yes,Yes,No,No,,Male
Jacqueline,Sorensen,,,,sorensenj@drtel.net,701-497-4782,701-680-1397,9329 Sunset Blvd,Unit D,Beulah,ND,58523,US,Yes,12/01/2021,12/28/2026,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,,Female
Gabriel,Bakken,,,,bakkeng@mail.com,,701-278-2690,9359 4th Ave NE,,Devils Lake,ND,58301,US,Yes,07/06/2022,04/17/2026,Family,Individual,,"Red River Valley history, Scandinavian genealogy",No,,Katherine Bakken,katherineb@yahoo.com,Yes,Yes,Yes,Yes,1988,Male
Scott,Vold,,III,,scott.vold@protonmail.com,701-438-5198,,1605 Valley View Rd,Unit B,Bismarck,ND,58503,US,Yes,12/22/2016,01/06/2027,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,1969,Male
Evelyn,Rasmussen,,,,rasmussene@drtel.net,701-212-5658,701-651-6582,3120 Oak Ave,,Mayville,ND,58257,US,Yes,04/03/2014,12/16/2026,Individual,Individual,,,Yes,Vice President,,,Yes,Yes,Yes,No,1958,Female
Andrea,Brunsdale,,,,andrea.brunsdale@polarcomm.com,701-701-5095,701-612-8758,8675 Valley View Rd,,Hillsboro,ND,58045,US,Yes,12/16/2024,06/26/2026,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,1991,Female
Avery,Stenberg,,,,averys@westriv.com,701-510-8976,701-501-1255,7536 Front St,Apt 7,Rugby,ND,58368,US,Yes,12/02/2012,11/15/2027,Individual,Individual,"Writing, Immigration records",Immigration patterns,No,,,,Yes,Yes,No,Yes,1983,Female
Heather,Zimmerman,Mrs.,,,heather_zimmerman@midco.net,,,3831 State St,,Bismarck,ND,58503,US,Yes,03/15/2018,12/31/2099,Lifetime,Individual,,County histories,No,,,,Yes,Yes,Yes,Yes,1952,Female
Emily,Engen,,,,engene@live.com,701-593-4005,,1665 Airport Rd,,Fargo,ND,58103,US,Yes,10/07/2024,10/16/2027,Student,Individual,,"Frontier medicine, Pioneer women",No,,,,Yes,Yes,Yes,Yes,2000,Female
Amy,Sorensen,,,,sorensena@restel.com,,701-767-3924,7907 Birch St,Apt 12,Medora,ND,58645,US,Yes,10/23/2022,09/28/2026,Individual,Individual,,"DNA genealogy, One-room schoolhouses, Church records",No,,,,Yes,Yes,Yes,Yes,1993,Female
Jerry,Gilbertson,,,,gilbertsonj@icloud.com,,701-362-3862,8348 Front St,,Steele,ND,58482,US,Yes,05/27/2023,04/27/2026,Individual,Individual,Public speaking,,No,,,,Yes,Yes,Yes,Yes,1955,Male
Oliver,Jacobson,,,,oliver.jacobson@bektel.com,,,302 Dakota Ave,,Cooperstown,ND,58425,US,No,12/27/2018,08/05/2025,Individual,Individual,Oral history interviews,,No,,,,Yes,Yes,No,Yes,1941,Male
,,,,Bottineau County Historical Society,info@bottineaucountyhisto.org,701-889-2612,,1093 Airport Rd,,Bottineau,ND,58318,US,Yes,10/01/2019,07/28/2026,Organization,Organization,,,No,,,,Yes,Yes,Yes,Yes,,
Andrea,Hovland,,,,andrea.hovland@westriv.com,701-860-1266,701-297-7800,5031 Pioneer Way,,Bismarck,ND,58504,US,No,09/29/2020,05/27/2025,Individual,Individual,,"Fur trade era, Norwegian immigration, Cemetery preservation",No,,,,Yes,Yes,No,No,,Female
Amy,Olson,Rev.,,,aolson@live.com,,701-849-2196,3318 Park Ave,,Steele,ND,58482,US,Yes,03/25/2022,11/29/2026,Family,Individual,"Digital scanning, Event planning, Swedish translation",,Yes,,Benjamin Olson,bolson@yahoo.com,Yes,No,Yes,Yes,1977,Female
Jessica,Huber,,,,huberj@protonmail.com,,701-599-6282,9480 2nd Ave S,Unit A,Wahpeton,ND,58075,US,No,09/26/2014,02/16/2026,Individual,Individual,"Church records, Norwegian translation, Photography",,No,,,,Yes,Yes,No,Yes,1966,Female
Barbara,Sather,,,,satherb@live.com,,701-906-7070,3659 Washington St,,Hettinger,ND,58639,US,No,02/28/2018,10/19/2025,Individual,Individual,,,No,,,,Yes,Yes,No,Yes,1966,Female
Christine,Kraft,,,,christine.kraft@gondtc.com,701-506-2329,701-838-8883,1186 Birch St,,Grafton,ND,58237,US,Yes,09/26/2018,02/19/2027,Individual,Individual,Newspaper research,,Yes,,,,Yes,Yes,Yes,Yes,1974,Female
Levi,Holm,,,,levi.holm@gondtc.com,701-404-2441,701-535-9955,4371 Hillside Dr,Unit C,Wahpeton,ND,58075,US,No,11/04/2017,01/22/2026,Individual,Individual,,Homesteading era,No,,,,Yes,Yes,Yes,Yes,,Male
Maria,Paulson,,,,mariap@msn.com,701-570-1892,701-271-5544,1860 Hillside Dr,,Hillsboro,ND,58045,US,Yes,03/14/2022,12/16/2027,Individual,Individual,,Church records,No,,,,Yes,Yes,Yes,Yes,1946,Female
Lauren,Williams,,,,lauren_williams@midco.net,,,7029 Oak Ave,,Lisbon,ND,58054,US,Yes,09/19/2017,06/19/2027,Family,Individual,,Homesteading era,No,,Alexander Williams,williamsa@aol.com,Yes,Yes,No,Yes,1975,Female
David,Hagen,,,,hagend@mail.com,,,1289 Cedar Ct,,Fargo,ND,58103,US,No,03/20/2024,06/25/2025,Individual,Individual,,,Yes,,,,Yes,Yes,No,Yes,,Male
Grace,Peterson,,,,gracep@msn.com,701-540-8458,701-213-8775,7111 Maple Ave,,Hettinger,ND,58639,US,Yes,05/16/2025,03/22/2027,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,1998,Female
,,,,Fargo Public Library,info@fargopubliclibrary.org,701-914-7924,,5674 Pioneer Way,,Steele,ND,58482,US,Yes,09/30/2024,09/20/2026,Organization,Organization,,,No,,,,Yes,Yes,Yes,Yes,,
Paul,Hovland,,,,phovland@aol.com,701-291-4395,701-318-5272,3825 Sunset Blvd,,Fargo,ND,58103,US,No,01/02/2022,05/23/2025,Patron,Individual,,"One-room schoolhouses, Homesteading era",No,,,,Yes,Yes,No,Yes,1973,Male
Sharon,Huber,Ms.,,,sharon.huber@midco.net,701-887-2225,,7009 Central Ave,,Cavalier,ND,58220,US,Yes,03/28/2026,03/28/2027,Individual,Individual,,Town histories,Yes,,,,Yes,Yes,Yes,Yes,1953,Female
Nicholas,Ulrich,,,,nicholas_ulrich@msn.com,701-616-9592,,274 University Dr,,Fargo,ND,58104,US,Yes,03/22/2022,04/17/2026,Family,Individual,,,No,,Lisa Ulrich,lisa_ulrich@drtel.net,Yes,Yes,Yes,Yes,,Male
Kathleen,Jacobson,,,,kathleen_jacobson@protonmail.com,701-237-4309,701-339-1477,4333 Pioneer Way,Unit B,Cooperstown,ND,58425,US,Yes,06/11/2013,12/26/2026,Family,Individual,Military records,,No,,Kevin Jacobson,kevin.jacobson@msn.com,Yes,Yes,Yes,No,1992,Female
Julie,Vold,,,,voldj@icloud.com,701-687-1639,,8806 School Rd,,Minot,ND,58703,US,Yes,12/06/2017,11/19/2026,Family,Individual,,,No,,Donald Vold,dvold@gmail.com,Yes,Yes,Yes,Yes,1998,Female
Elizabeth,Nygaard,,,,elizabeth.nygaard@mail.com,701-731-7547,,6442 Heritage Ln,,New Salem,ND,58563,US,Yes,11/28/2016,02/07/2027,Individual,Individual,,"DNA genealogy, Norwegian immigration",No,,,,Yes,Yes,No,Yes,1968,Female
,,,,Pembina County Historical Museum,info@pembinacountyhistori.org,701-588-5422,,9225 Prairie Dr,,Harvey,ND,58341,US,Yes,03/06/2023,02/22/2027,Organization,Organization,,,No,,,,Yes,Yes,Yes,Yes,,
Chloe,Anderson,,,,chloe.anderson@drtel.net,701-770-8904,701-772-8925,4257 Meadow Ln,Unit C,Hazen,ND,58545,US,Yes,08/09/2016,04/20/2027,Individual,Individual,,,No,,,,Yes,Yes,No,Yes,1979,Female
Megan,Wagner,,,,wagnerm@gondtc.com,701-246-9741,701-240-3427,4650 4th Ave NE,Unit A,New Salem,ND,58563,US,Yes,02/16/2016,06/04/2026,Family,Individual,,,No,,Carl Wagner,wagnerc@drtel.net,Yes,Yes,No,Yes,1994,Female
Kelly,Ehrenberg,,,,ehrenbergk@gondtc.com,,701-385-2926,2255 State St,,Cavalier,ND,58220,US,Yes,08/02/2015,06/23/2027,Individual,Individual,"Writing, Bookkeeping",,Yes,,,,Yes,Yes,Yes,Yes,,Female
Emily,Bjerke,Dr.,,,emily.bjerke@gondtc.com,701-861-2462,701-416-7671,8037 Railway Ave,Apt 12,Wishek,ND,58495,US,Yes,06/08/2019,01/30/2027,Family,Individual,,"Pioneer women, Civil War records",No,,Wyatt Bjerke,wbjerke@outlook.com,Yes,Yes,No,Yes,1987,Female
Kelly,Torgerson,,,,kelly.torgerson@gondtc.com,,,3899 Oak Ave,,Wahpeton,ND,58075,US,Yes,04/21/2014,08/17/2027,Individual,Individual,,,No,,,,Yes,Yes,No,No,1971,Female
Gabriel,Holm,,,,gabrielh@hotmail.com,,,8705 Heritage Ln,,Washburn,ND,58577,US,Yes,06/04/2013,07/22/2027,Individual,Individual,,,No,,,,Yes,No,No,Yes,1976,Male
Gloria,Gunderson,,,,gundersong@ndsupernet.com,701-852-3856,,6464 Heritage Ln,Unit C,Bismarck,ND,58503,US,Yes,05/02/2018,07/02/2027,Family,Individual,,,No,,Oliver Gunderson,oliver_gunderson@restel.com,Yes,Yes,No,Yes,,Female
Katherine,Grandahl,Mr.,,,grandahlk@outlook.com,701-996-7266,701-736-1674,5331 Industrial Blvd,,Williston,ND,58801,US,Yes,11/02/2012,06/26/2027,Individual,Individual,,,No,,,,Yes,Yes,No,Yes,1989,Female
Pamela,Strand,,,,pamelas@outlook.com,701-471-2251,,2535 5th St S,,Fargo,ND,58103,US,Yes,11/25/2013,07/15/2026,Family,Individual,,,No,,Kevin Strand,strandk@protonmail.com,Yes,Yes,Yes,No,,Female
Carol,Anderson,,,,carol_anderson@midco.net,,,3008 School Rd,,Garrison,ND,58540,US,Yes,09/27/2024,12/29/2027,Individual,Individual,"Public speaking, Genealogy software, DNA analysis",,No,,,,Yes,No,No,Yes,1983,Female
Charles,Hanson,,,,charlesh@yahoo.com,,,7539 Railway Ave,,Beach,ND,58621,US,Yes,01/03/2021,09/07/2026,Individual,Individual,,,No,,,,Yes,No,No,Yes,1967,Male
Jason,Wagner,Dr.,,,wagnerj@gondtc.com,,,5872 Prairie Dr,Unit C,Crosby,ND,58730,US,Yes,08/20/2018,03/30/2027,Individual,Individual,,,Yes,Treasurer,,,Yes,Yes,No,Yes,,Male
Barbara,Nelson,,,,nelsonb@gmail.com,,,5625 University Dr,,West Fargo,ND,58078,US,Yes,09/18/2019,12/10/2026,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,,Female
