"File Name","Contact","Name Prefix","First Name","PreferredName","Middle Name","Maiden Name","UseMaiden","Last Name","Name Suffix","Member Active","Member Join Date","Login","Birth Year","Birth Month","Birth Day","Deceased","Image Filename","Address 1","Address 2","City","State / Province","Postal Code","Country","Telephone","Cell Phone","Toll Free Phone","International Phone","Preferred Phone","Fax","Email","Website","Alternate Address 1","Alt. Address 2","Alt. City","Alt. State / Province","Alt. Postal Code","Al. Country","Alt. Phone","Alt. International Phone","Alt. Preferred Phone","Alt. Email","Use Seasonal Address","Use Alt. Info Month Begin","Alt. Contact Day Begin","Use Alt. Info Month End","Alt. Contact Day End","Business Phone","Gender","Quarterly","Volunteering?","Joint Member","Email of Joint","Phone of Joint","Your Skills","Your Interests","Your Education","General Email","Event Email","Newsletter Email","Surname Inquiry","Mbr. List - Show Name","Mbr. List - Show Address","Mbr. List - Show Phone","Mbr. List - Show Email","Mbr. List - Show Photo","Membership Plan","Membership Type","Max Members","Lifetime","Membership Number","Mail Publications","Address Label Name","Amount Paid","Donation","Date Paid","Payment Type","Expiration Date","Comment","Acct. Primary","Membership Tie ID","Login Count","Last Login Date","Administrative Notes","Last Updated By","Last Updated Date","ENS Member Record ID"
"West, Edna","","Rev.","Edna","","Ryan","","","West","","No","02/19/2021","ewest","1981","7","25","","edna-ryan-west-member.jpg","6334 Oblate Dr","Suite 58","San Antonio","TX","78219","USA","(210) 555-1253","","","","Telephone","","weste@example.net","","","","","","","","","","","","","","","","","","F","","","Ernesto","weste@example.org","(210) 555-1253","","","","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Joint","Person","2","","","Yes","West, Edna","45.00","","12/14/2025","PayPal","03/10/2026","","Yes","","0","","","secretary","01/21/2026","10716"
"Maier, Esperanza","","Mr.","Esperanza","","","","","Maier","","Yes","06/15/2017","emaier","1967","10","23","","esperanza-maier-member.jpg","8138 Rittiman Rd","","San Antonio","TX","78260","USA","(210) 555-6515","(210) 555-6518","","","Telephone","","esperanzamaier27@example.org","","","","","","","","","","","","","","","","","","F","Y","","Harold","maierh@example.org","(210) 555-6515","","","","No","Yes","No","Yes","No","No","No","Yes","No","Joint","Person","2","","","Yes","Maier, Esperanza","45.00","","06/04/2027","Cash","06/30/2027","","Yes","","40","12/05/2025","","admin","06/07/2027","10717"
"Uribe, Benjamin","","","Benjamin","","Reed","","","Uribe","","No","03/25/2022","buribe","1996","10","18","","benjamin-reed-uribe-member.jpg","8963 Loop 410","","Shavano Park","TX","78231","USA","","","","","","","buribe@example.org","","","","","","","","","","","","","","","","","","M","Y","","","","","","","","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Uribe, Benjamin","35.00","","11/21/2025","PayPal","01/25/2026","","Yes","","0","","","webmaster","08/04/2025","10718"
"Ferguson, Karen","","Dr.","Karen","","Angel","","","Ferguson","","No","02/07/2019","kferguson1","1942","8","22","","karen-angel-ferguson-member.jpg","3516 Marbach Rd","","San Antonio","TX","78243","USA","(210) 555-3876","","","","Telephone","","kferguson1968@example.org","","7812 Lake Dr","","Rio Rancho","NM","87124","USA","(505) 555-2600","","Telephone","","Yes","11","1","3","31","","F","","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Ferguson, Karen","35.00","","01/08/2026","PayPal","02/26/2026","","Yes","","0","","","admin","10/01/2025","10719"
"Dominguez, Joseph","","","Joseph","","","","","Dominguez","","Yes","10/09/2025","jdominguez","1973","7","14","","joseph-dominguez-member.jpg","3504 Marbach Rd","","San Antonio","TX","78213","USA","","(210) 555-3605","","","Cell Phone","","jdominguez1969@example.net","","","","","","","","","","","","","","","","","","M","","","","","","DNA analysis","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Dominguez, Joseph","35.00","","05/24/2026","Cash","06/30/2026","Scholarship discount applied","Yes","","12","06/13/2025","","webmaster","05/25/2026","10720"
"Hicks, Mason","","","Mason","","Elena","","","Hicks","","Yes","12/17/2006","mhicks","1984","12","16","","mason-elena-hicks-member.jpg","2815 Legacy Trail","","Fort Worth","TX","76101","USA","(817) 555-2367","(817) 555-1852","","","Telephone","","masonhicks49@example.com","","","","","","","","","","","","","","","","","","M","","","","","","","Irish heritage; Newspaper research","BA History, University of Texas at San Antonio","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Single","Person","1","","","Yes","Hicks, Mason","35.00","","04/05/2027","PayPal","06/30/2027","","Yes","","27","08/11/2025","","treasurer","06/25/2027","10721"
"Parker, Lorenzo","","","Lorenzo","","","","","Parker","","Yes","02/19/1992","lparker","1950","4","26","","lorenzo-parker-member.jpg","1964 Peachtree Rd","","Abilene","TX","79601","USA","(325) 555-2501","(325) 555-4586","","","Telephone","","lorenzo.parker@example.com","","","","","","","","","","","","","","","","","","M","Y","","Gabriela","gabriela.parker@example.net","(325) 555-2501","","","","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Parker, Lorenzo","45.00","","05/04/2026","Credit Card","06/30/2026","","Yes","","5","03/10/2026","","treasurer","06/17/2026","10722"
"Sanders, Patricia","","","Patricia","","Maria","","","Sanders","","Yes","01/14/1988","psanders","1949","12","22","","patricia-maria-sanders-member.jpg","9824 Grissom Rd","","Hondo","TX","78861","USA","(210) 555-2392","","","","Telephone","","psanders@example.org","","","","","","","","","","","","","","","","","","F","Y","","Philip","philip.sanders@example.net","(210) 555-2392","Portuguese language","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Joint","Person","2","","","Yes","Sanders, Patricia","45.00","","05/25/2026","Credit Card","06/30/2026","","Yes","","17","04/05/2025","","admin","05/28/2026","10723"
"Pfeiffer, Emilio","","","Emilio","","","","","Pfeiffer","","Yes","06/13/2018","epfeiffer","1955","1","28","","emilio-pfeiffer-member.jpg","3040 O'Connor Rd","","Cibolo","TX","78108","USA","(210) 555-5316","(210) 555-9195","","","Telephone","","emiliopfeiffer44@example.com","","","","","","","","","","","","","","","","","","M","","","Jacqueline","jpfeiffer1960@example.com","(210) 555-5316","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Pfeiffer, Emilio","45.00","","05/11/2026","Credit Card","06/30/2026","","Yes","","17","12/29/2025","","admin","05/31/2026","10724"
"Bennett, Alejandra","","","Alejandra","","Bruce","","","Bennett","","Yes","12/12/1995","abennett","1975","11","1","","alejandra-bruce-bennett-member.jpg","8485 Harvest Moon Dr","","Lake Charles","LA","70601","USA","","(337) 555-8278","","","Cell Phone","","bennetta@example.com","","","","","","","","","","","","","","","","","","F","","Y","","","","Spanish language; Public speaking; Scanning and digitization","","","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Single","Person","1","","","Yes","Bennett, Alejandra","35.00","","06/12/2026","Check","06/30/2026","","Yes","","28","04/17/2025","","secretary","06/09/2026","10725"
"Briscoe Center for American History","Karen Clark","","Karen","","","","","Clark","","Yes","02/11/2017","kclark","","","","","","7590 Rigsby Ave","","San Antonio","TX","78253","USA","(210) 555-1089","(210) 555-8352","","","Telephone","","info@clarkkaren.example.org","","","","","","","","","","","","","","","","","(210) 555-3933","","","","","","","","","","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Exchange","Organization","1","","","Yes","Briscoe Center for American History","0.00","","06/17/2026","Check","06/30/2026","","Yes","","0","02/12/2026","","admin","05/11/2026","10726"
"Mitchell, Nicole","","","Nicole","","Javier","","","Mitchell","","Yes","11/19/2019","nmitchell","1967","5","26","","nicole-javier-mitchell-member.jpg","4484 Eisenhauer Rd","","San Antonio","TX","78202","USA","(210) 555-9739","(210) 555-9839","","","Cell Phone","","nmitchell@example.com","","","","","","","","","","","","","","","","","","F","Y","","","","","Website design","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","No","Mitchell, Nicole","35.00","88","05/30/2026","Credit Card","06/30/2026","","Yes","","37","05/30/2025","","webmaster","05/18/2026","10727"
"Lopez, Garrett","","","Garrett","","","","","Lopez","","Yes","06/18/2021","glopez","1954","3","19","","garrett-lopez-member.jpg","4089 Palo Alto Rd","","San Antonio","TX","78248","USA","(210) 555-3427","(210) 555-3912","","","Telephone","","lopezg@example.org","","","","","","","","","","","","","","","","","","M","Y","","","","","","","","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Single","Person","1","","","Yes","Lopez, Garrett","35.00","","05/27/2027","Check","06/30/2027","","Yes","","8","09/22/2025","","secretary","06/06/2027","10728"
"Sons of the Republic of Texas","Susan Young","","Susan","","","","","Young","","Yes","05/17/2018","syoung","","","","","","195 Harry Wurzbach Rd","","San Antonio","TX","78208","USA","(210) 555-7784","","","","Telephone","","info@youngsusan.example.org","","","","","","","","","","","","","","","","","(210) 555-9743","","Y","","","","","","","","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Subscription","Organization","1","","","Yes","Sons of the Republic of Texas","0.00","45","05/21/2027","Check","06/30/2027","","Yes","","14","03/12/2026","","treasurer","05/07/2027","10729"
"Bryant, Antonia","","Mrs.","Antonia","","","Pfeiffer","Not Used","Bryant","","Yes","08/11/2013","abryant","1959","10","18","","antonia-bryant-member.jpg","8979 Eisenhauer Rd","","Lytle","TX","78052","USA","(210) 555-9214","(210) 555-6333","","","Cell Phone","","abryant@example.org","","","","","","","","","","","","","","","","","","F","Y","","","","","French language; Latin translation","","","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Single","Person","1","","","Yes","Bryant, Antonia","35.00","","04/20/2027","PayPal","06/30/2027","","Yes","","49","03/25/2026","","treasurer","06/17/2027","10730"
"Rivera, Mildred","","","Mildred","","Dean","Smith","Not Used","Rivera","","Yes","02/11/2015","mrivera1","1965","1","9","","mildred-dean-rivera-member.jpg","7846 Ray Ellison Dr","","Seguin","TX","78155","USA","(210) 555-5345","(210) 555-8341","","","Cell Phone","","mildredrivera79@example.net","","","","","","","","","","","","","","","","","","F","Y","","Aaron","arivera1959@example.com","(210) 555-5345","","Hill Country settlers; Land records","","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Joint","Person","2","","","No","Rivera, Mildred","45.00","","04/07/2027","PayPal","06/30/2027","","Yes","","13","01/06/2026","","secretary","05/23/2027","10731"
"Hartmann, Victoria","","","Victoria","Tori","","","","Hartmann","","Yes","02/12/2016","vhartmann","1971","5","12","","victoria-hartmann-member.jpg","6350 Walnut St","","San Antonio","TX","78237","USA","(210) 555-8846","","","","Telephone","","vhartmann@example.org","","","","","","","","","","","","","","","","","","F","Y","","","","","","African American genealogy","AA Liberal Arts, San Antonio College","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Single","Person","1","","","Yes","Hartmann, Victoria","35.00","","04/12/2026","Cash","06/30/2026","Credit card declined once; reprocessed","Yes","","6","10/26/2025","","admin","05/24/2026","10732"
"Anderson, Aiden","","","Aiden","","Ivan","","","Anderson","","Yes","04/16/2011","aanderson1","1958","4","14","","aiden-ivan-anderson-member.jpg","3211 Culebra Rd","","San Antonio","TX","78239","USA","(210) 555-9880","(210) 555-3780","","","Telephone","","aidenanderson7@example.org","","","","","","","","","","","","","","","","","","M","","","Kayla","kaylaanderson47@example.net","(210) 555-9880","","JA Ranch descendants; DNA research; Baptist church records","","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Joint","Person","2","","","Yes","Anderson, Aiden","45.00","","04/14/2026","PayPal","06/30/2026","Complimentary membership approved by board","Yes","","9","12/12/2025","","treasurer","06/27/2026","10733"
"Lange, Adriana","","","Adriana","","Ivan","","","Lange","","Yes","03/21/2004","alange","1987","2","22","","adriana-ivan-lange-member.jpg","7355 Fredericksburg Rd","","San Antonio","TX","78221","USA","(210) 555-1071","(210) 555-9946","","","Telephone","","langea@example.net","","","","","","","","","","","","","","","","","","F","Y","","","","","","","","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Single","Person","1","","","Yes","Lange, Adriana","35.00","","06/08/2027","Credit Card","06/30/2027","","Yes","","50","08/04/2025","Prefers mail correspondence","admin","05/19/2027","10734"
"Mason, Vanessa","","","Vanessa","","","","","Mason","","Yes","09/16/2019","vmason","1961","2","5","","vanessa-mason-member.jpg","8072 Brookside Ln","","Wimberley","TX","78676","USA","(512) 555-2275","(512) 555-5648","","","Cell Phone","","vanessamason86@example.com","","","","","","","","","","","","","","","","","","F","Y","","","","","Microfilm reader operation; Map reading; Social media","","National Institute for Genealogical Studies certificate","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Life","Person","1","Yes","","Yes","Mason, Vanessa","0.00","","05/15/2026","Credit Card","06/30/2026","","Yes","","50","10/13/2025","","admin","05/04/2026","10735"
"Diaz, Ramona","","Rev.","Ramona","","Wilhelm","","","Diaz","","Yes","05/05/2024","rdiaz","1965","3","11","","ramona-wilhelm-diaz-member.jpg","3027 Hackberry St","","San Antonio","TX","78202","USA","","(210) 555-7881","","","Cell Phone","","rdiaz1967@example.org","","","","","","","","","","","","","","","","","","F","","","","","","","","","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Diaz, Ramona","35.00","","05/09/2027","Credit Card","06/30/2027","","Yes","","29","12/26/2025","","webmaster","05/26/2027","10736"
"Lara, Jack","","","Jack","","Kyle","","","Lara","","Yes","04/16/2014","jlara","1968","9","2","","jack-kyle-lara-member.jpg","7981 Valley Rd","","Santa Fe","NM","87501","USA","(505) 555-2264","(505) 555-3435","","","Telephone","","laraj@example.org","","","","","","","","","","","","","","","","","","M","Y","","Norma","norma.lara@example.net","(505) 555-2264","","","","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Joint","Person","2","","","No","Lara, Jack","45.00","","05/12/2026","PayPal","06/30/2026","","Yes","","26","01/10/2026","","secretary","05/08/2026","10737"
"Valencia, Wolfgang","","","Wolfgang","","Friedrich","","","Valencia","","Yes","09/19/2022","wvalencia","1999","12","5","","wolfgang-friedrich-valencia-member.jpg","1885 Freedom Blvd","","Albuquerque","NM","87101","USA","(505) 555-2736","(505) 555-1751","","","Telephone","","wvalencia1975@example.com","","","","","","","","","","","","","","","","","","M","Y","","","","","","","","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Single","Person","1","","","Yes","Valencia, Wolfgang","35.00","","05/26/2027","Cash","06/30/2027","","Yes","","12","01/04/2026","","admin","06/27/2027","10738"
"Castillo, Donald","","","Donald","","","","","Castillo","","No","12/19/2015","dcastillo","1949","7","1","","donald-castillo-member.jpg","8267 Walzem Rd","","San Antonio","TX","78256","USA","(210) 555-4068","(210) 555-1972","","","Telephone","","donald.castillo@example.net","","","","","","","","","","","","","","","","","","M","","","","","","","Vital records research; King Ranch family history; Native American heritage","","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Single","Person","1","","","No","Castillo, Donald","35.00","","12/01/2023","Cash","01/04/2024","","Yes","","0","","","admin","08/17/2023","10739"
"McDonald, Grace","","","Grace","","","","","McDonald","","Yes","08/05/2020","gmcdonald","1985","1","10","","grace-mcdonald-member.jpg","2563 Old Pearsall Rd","","Shavano Park","TX","78231","USA","","(210) 555-7718","","","Cell Phone","","grace.mcdonald@example.org","","","","","","","","","","","","","","","","","","F","","Y","","","","Latin translation; Bookkeeping","","","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Single","Person","1","","","Yes","McDonald, Grace","35.00","","05/01/2027","Check","06/30/2027","","Yes","","39","07/22/2025","","admin","05/15/2027","10740"
"Morales, Hazel","","","Hazel","","","","","Morales","","Yes","05/07/2007","hmorales","1958","11","5","","hazel-morales-member.jpg","8523 Broadway St","","Floresville","TX","78114","USA","(210) 555-6386","(210) 555-5791","","","Cell Phone","","hazelmorales70@example.org","","","","","","","","","","","","","","","","","","F","","","Santiago","moraless@example.net","(210) 555-6386","Latin translation; Spanish language; Grant writing","Texas Revolution heroes; 17th century New England","","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Joint","Person","2","","","Yes","Morales, Hazel","45.00","","05/16/2027","Credit Card","06/30/2027","","Yes","","44","03/12/2026","Renewed 01/20/2025
Renewed 11/24/2017","webmaster","06/27/2027","10741"
"National Genealogical Society","Diane Rodriguez","","Diane","","","","","Rodriguez","","Yes","08/20/1985","drodriguez1","","","","","","4058 Patriot Way","","Raleigh","NC","27601","USA","(919) 555-4126","(919) 555-8121","","","Cell Phone","","info@rodriguezdiane.example.org","","","","","","","","","","","","","","","","","(919) 555-2783","","","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Exchange","Organization","1","","","Yes","National Genealogical Society","0.00","","05/19/2026","Check","06/30/2026","","Yes","","30","07/06/2025","Scholarship recipient 2016","admin","05/14/2026","10742"
"Klein, Oscar","","Col.","Oscar","","Omar","","","Klein","","Yes","02/28/2021","oklein","1947","2","20","","oscar-omar-klein-member.jpg","434 Broadway St","","San Antonio","TX","78227","USA","(210) 555-6845","(210) 555-9549","","","Telephone","","oscar.klein@example.com","","","","","","","","","","","","","","","","","","M","","","","","","","","","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Single","Person","1","","","Yes","Klein, Oscar","35.00","","05/03/2027","Credit Card","06/30/2027","","Yes","","9","01/27/2026","","admin","06/07/2027","10743"
"Alvarez, Alfredo","","","Alfredo","","","","","Alvarez","","Yes","11/09/2001","aalvarez1","1951","2","24","","alfredo-alvarez-member.jpg","7382 Peachtree Rd","","Cuero","TX","77954","USA","(361) 555-5911","(361) 555-5113","","","Telephone","","aalvarez1986@example.com","","","","","","","","","","","","","","","","","","M","","Y","","","","","","","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Alvarez, Alfredo","35.00","","04/13/2026","PayPal","06/30/2026","","Yes","","42","03/12/2026","","admin","05/30/2026","10744"
"Hernandez, Francisca","","","Francisca","","Renee","","","Hernandez","","Yes","01/16/2003","fhernandez","1951","11","18","","francisca-renee-hernandez-member.jpg","6887 Independence Ave","","Columbia","SC","29201","USA","(803) 555-8522","(803) 555-7167","","","Cell Phone","","hernandezf@example.com","","","","","","","","","","","","","","","","","","F","","","","","","","","","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Single","Person","1","","","Yes","Hernandez, Francisca","35.00","","04/07/2027","Credit Card","06/30/2027","","Yes","","47","09/15/2025","","admin","06/24/2027","10745"
"Smith, Harper","","","Harper","","Irene","","","Smith","","Yes","03/04/2024","hsmith","1989","5","28","","harper-irene-smith-member.jpg","6247 I-35 Frontage Rd","","San Antonio","TX","78262","USA","","(210) 555-1207","","","Cell Phone","","hsmith@example.org","","","","","","","","","","","","","","","","","","F","","","Fabian","fsmith@example.org","(210) 555-1207","Computer skills","","","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Joint","Person","2","","","Yes","Smith, Harper","45.00","","04/19/2027","Check","06/30/2027","","Yes","","26","02/03/2026","","admin","05/21/2027","10746"
"Quintero, Elena","","","Elena","","Ryan","","","Quintero","","Yes","10/13/2020","equintero1","1966","5","14","","elena-ryan-quintero-member.jpg","2536 Huebner Rd","","Universal City","TX","78148","USA","","(210) 555-9029","","","Cell Phone","","equintero1969@example.net","","","","","","","","","","","","","","","","","","F","Y","","Isaiah","isaiahquintero73@example.org","(210) 555-9029","","Naturalization records; German ancestry; Civil War records","","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Joint","Person","2","","","No","Quintero, Elena","45.00","","04/11/2026","Cash","06/30/2026","","Yes","","26","02/18/2026","","admin","06/01/2026","10747"
"Torres, Connor","","","Connor","","","","","Torres","","Yes","03/10/2016","ctorres","1945","5","1","","connor-torres-member.jpg","4031 Shaenfield Rd","Unit 29","San Antonio","TX","78246","USA","(210) 555-4549","(210) 555-2733","","","Telephone","","connortorres82@example.net","","3285 Hill Rd","","Albuquerque","NM","87101","USA","(505) 555-4863","","Telephone","","Yes","11","1","3","31","","M","","Y","Helga","helga.torres@example.net","(210) 555-4549","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","No","Torres, Connor","45.00","","05/12/2027","Cash","06/30/2027","","Yes","","50","01/24/2026","","admin","05/01/2027","10748"
"Chavez, Peter","","","Peter","","Heinrich","","","Chavez","","Yes","09/20/2025","pchavez","1963","11","6","","peter-heinrich-chavez-member.jpg","918 Winter Garden Rd","","Norman","OK","73069","USA","","(405) 555-5775","","","Cell Phone","","peter.chavez@example.org","","","","","","","","","","","","","","","","","","M","","","","","","Grant writing","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Single","Person","1","","","No","Chavez, Peter","35.00","","06/18/2026","Check","06/30/2026","","Yes","","27","04/12/2025","","admin","05/22/2026","10749"
"Zimmermann, Cody","","","Cody","","","","","Zimmermann","","Yes","09/28/2021","czimmermann","1944","4","3","","cody-zimmermann-member.jpg","7230 Loop 410","","Floresville","TX","78114","USA","(210) 555-8671","(210) 555-7870","","","Telephone","","cody.zimmermann@example.net","","","","","","","","","","","","","","","","","","M","Y","","","","","","Native American heritage; Texas Republic period; Photo restoration and identification","","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Life","Person","1","Yes","","No","Zimmermann, Cody","0.00","","06/09/2027","Credit Card","06/30/2027","","Yes","","35","05/18/2025","","admin","06/02/2027","10750"
"Ayala, Olivia","","","Olivia","","","","","Ayala","","Yes","02/11/2000","oayala","1952","4","17","","olivia-ayala-member.jpg","6172 Travis St","","Alamo Heights","TX","78209","USA","(210) 555-5070","","","","Telephone","","oayala@example.com","","","","","","","","","","","","","","","","","","F","","","","","","","Immigration records; Sam Houston family connections; Polish ancestry","","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Single","Person","1","","","Yes","Ayala, Olivia","35.00","","04/20/2027","Credit Card","06/30/2027","","Yes","","49","02/02/2026","","admin","06/05/2027","10751"
"Torres, Barbara","","","Barbara","","Pablo","Pfeiffer","Not Used","Torres","","Yes","09/06/2023","btorres","1975","5","2","","barbara-pablo-torres-member.jpg","9546 Braun Rd","","San Antonio","TX","78263","USA","","(210) 555-3576","","","Cell Phone","","torresb@example.net","","","","","","","","","","","","","","","","","","F","Y","","Otto","otorres@example.org","(210) 555-3576","","Military records; Native American heritage","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Torres, Barbara","45.00","","05/28/2027","PayPal","06/30/2027","","Yes","","28","12/23/2025","","treasurer","06/07/2027","10752"
"Patterson, Enrique","","","Enrique","","Helmut","","","Patterson","","No","10/19/2017","epatterson","1943","12","16","","enrique-helmut-patterson-member.jpg","5552 Mulberry Ave","","San Antonio","TX","78213","USA","(210) 555-2232","(210) 555-3880","","","Cell Phone","","epatterson@example.net","","","","","","","","","","","","","","","","","","M","","","Morgan","morganpatterson43@example.net","(210) 555-2232","French language","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Patterson, Enrique","45.00","","10/12/2022","Credit Card","12/21/2022","","Yes","","0","","","admin","12/19/2022","10753"
"Henry, Alfredo","","Mr.","Alfredo","","","","","Henry","","Yes","04/20/2021","ahenry","1990","7","19","","alfredo-henry-member.jpg","8771 River Rd","","Austin","TX","78759","USA","(512) 555-9459","(512) 555-7188","","","Cell Phone","","ahenry@example.org","","","","","","","","","","","","","","","","","","M","","","Lieselotte","henryl@example.net","(512) 555-9459","","Canary Islanders of San Antonio; Hill Country settlers; Freedmen's Bureau records","Genealogical Institute on Federal Records graduate","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","No","Henry, Alfredo","45.00","","05/08/2027","PayPal","06/30/2027","","Yes","","24","04/23/2025","","admin","06/26/2027","10754"
"Smith, Clifford","","","Clifford","","","","","Smith","","No","07/17/2024","csmith","1941","12","13","Yes","clifford-smith-member.jpg","9248 Harvest Moon Dr","","Farmington","NM","87401","USA","(505) 555-8994","(505) 555-3200","","","Cell Phone","","csmith@example.com","","","","","","","","","","","","","","","","","","M","","","Bertha","berthasmith64@example.net","(505) 555-8994","","Organizing family reunions; Sam Houston family connections; Publishing family histories","","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","No","Smith, Clifford","45.00","","08/13/2025","Cash","10/26/2025","","Yes","","0","","","admin","05/13/2025","10755"
"Marshall, Isabella","","","Isabella","","","","","Marshall","","Yes","05/13/2017","imarshall","1949","7","12","","isabella-marshall-member.jpg","2277 Roosevelt Ave","","San Antonio","TX","78205","USA","(210) 555-3911","(210) 555-5005","","","Telephone","(210) 555-3302","imarshall1984@example.org","","","","","","","","","","","","","","","","","","F","Y","","","","","German translation; Research; Portuguese language","","MA Genealogy, Boston University","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","No","Marshall, Isabella","35.00","13","05/24/2026","Credit Card","06/30/2026","","Yes","","13","01/30/2026","","admin","06/27/2026","10756"
"Ramos, Gregory","","","Gregory","Greg","","","","Ramos","","Yes","10/10/1998","gramos","1963","11","18","","gregory-ramos-member.jpg","6449 Pine St","","Dallas","TX","75214","USA","(214) 555-9115","(214) 555-3340","","","Telephone","","gregory.ramos@example.com","","","","","","","","","","","","","","","","","","M","","","","","","","Spanish colonial records; Quaker records","","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Single","Person","1","","","Yes","Ramos, Gregory","35.00","","06/11/2026","PayPal","06/30/2026","","Yes","","24","05/14/2025","","webmaster","05/06/2026","10757"
"Texas Heritage Trails Program","Charles Williams","","Charles","","","","","Williams","","No","11/03/2012","cwilliams","","","","","","2157 McCullough Ave","","San Antonio","TX","78216","USA","(210) 555-3454","(210) 555-5807","","","Cell Phone","","info@williamscharles.example.org","","","","","","","","","","","","","","","","","(210) 555-2529","","Y","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Exchange","Organization","1","","","Yes","Texas Heritage Trails Program","0.00","","04/18/2021","PayPal","06/10/2021","","Yes","","0","","","admin","05/16/2021","10758"
"Lee, Juergen","","","Juergen","","Renee","","","Lee","","Yes","10/09/2007","jlee","1941","1","27","","juergen-renee-lee-member.jpg","6465 Eisenhauer Rd","","San Antonio","TX","78202","USA","(210) 555-1348","(210) 555-3301","","","Cell Phone","","juergen.lee@example.com","","4989 Walnut St","","Clearwater","FL","33755","USA","(727) 555-2555","","Telephone","","Yes","11","1","3","31","","M","","Y","","","","Portuguese language; Writing and editing; Website design","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","No","Lee, Juergen","35.00","","05/05/2027","PayPal","06/30/2027","","Yes","","45","10/28/2025","Renewed by phone 11/05/2020","treasurer","05/29/2027","10759"
"Meyer, Lester","","","Lester","","Hans","","","Meyer","","Yes","05/10/1997","lmeyer","1941","8","13","","lester-hans-meyer-member.jpg","4940 Walzem Rd","","San Antonio","TX","78201","USA","","(210) 555-1251","","","Cell Phone","","lester.meyer@example.net","","","","","","","","","","","","","","","","","","M","","Y","","","","Database management; Social media","","BA History, University of Texas at San Antonio","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Single","Person","1","","","Yes","Meyer, Lester","35.00","","04/21/2026","Check","06/30/2026","","Yes","","37","08/13/2025","Passed away 05/23/2019 - per family notification","admin","06/23/2026","10760"
