"Groom Name","Bride Name","Marriage Date","County","Volume","Page","Notes"
"Jesús Flores","Ramona Ortiz","05/24/1929","Bexar","35","217",""
"Juan Treviño","Remedios Cantu","11/04/1928","Bexar","34","230",""
"Albert Anderson","Fiona Gallagher","11/18/1917","Bexar","30","433",""
"Luis Ramírez","Louisa Baker","09/19/1900","Bexar","24","99",""
"Francisco Torres","Helen Williams","03/16/1907","Bexar","27","110",""
"Aurelio Molina","Else Schmitt","10/16/1896","Bexar","22","326",""
"Conrad Werner","Nora Kelly","12/15/1911","Bexar","28","67",""
"Bruno Weber","Olga Schroeder","09/12/1890","Bexar","20","472",""
"Walter Weber","Teresa Moreno","02/12/1889","Bexar","20","157",""
"Ignacio Martínez","Alice Nelson","05/10/1883","Bexar","18","111",""
"James Brown","Helene Steinemann","10/10/1910","Bexar","28","290",""
"Ernesto Fuentes","Bertha Jones","11/15/1901","Bexar","24","390",""
"Gustav Fischer","Bertha White","06/18/1905","Bexar","26","24",""
"Edward Wright","Esperanza Martínez","12/10/1930","Bexar","35","288",""
"Heinrich Becker","Maureen Gallagher","09/07/1909","Bexar","27","385",""
"Thomas Scott","Florence Smith","04/27/1893","Bexar","21","362",""
"Heinrich Lehmann","Gertrud Richter","01/11/1911","Bexar","28","224",""
"Aurelio Salinas","Josefa Sánchez","03/10/1906","Bexar","26","74",""
"Robert Taylor","Nora O'Brien","03/01/1900","Bexar","24","366","Catholic ceremony"
"Antonio Domínguez","Ethel Jackson","01/07/1852","Bexar","6","123",""
"Conrad Neumann","Lillie Brown","08/18/1900","Bexar","24","209","Second marriage"
"Hermann Weidemann","Ethel Young","02/08/1923","Bexar","32","391",""
"Samuel Allen","Helene Steinemann","03/12/1893","Bexar","21","277",""
"Eugene White","Maureen Brennan","10/10/1909","Bexar","27","335",""
"Ignacio Castillo","Clara Bauer","10/27/1864","Bexar","11","262",""
"Andrés Rodríguez","Francisca Sánchez","09/09/1929","Bexar","35","450",""
"Gustav Bergmann","Gertrud Krüger","12/15/1928","Bexar","34","140",""
"Dermot Sullivan","Lena Koch","03/21/1924","Bexar","33","473","Catholic ceremony"
"José Rivera","Sophie Schmitt","11/21/1885","Bexar","18","40",""
"Albert Scott","Francisca Cantu","12/01/1929","Bexar","35","64",""
"Albert Smith","María Castillo","06/07/1925","Bexar","33","47",""
"Hermann Schulz","Brigid O'Brien","12/20/1925","Bexar","33","108","Previously widowed"
"Carlos Herrera","Dolores Rivera","12/03/1888","Bexar","19","66",""
"Hermann Bergmann","Augusta Becker","12/22/1839","Bexar","1","273",""
"August Mueller","Elizabeth Mitchell","07/09/1892","Bexar","21","63",""
"Adolph Neumann","Mabel Johnson","09/15/1906","Bexar","26","162","Minor — parental consent noted"
"Tomás Martínez","Siobhan Ryan","04/07/1884","Bexar","18","85",""
"Agustín Pérez","Petra Martínez","06/27/1920","Bexar","31","129",""
"Gustav Gruenewald","Concepción Cruz","10/20/1936","Bexar","37","225",""
"Hans Weber","Guadalupe González","02/26/1924","Bexar","33","66","Catholic ceremony"
"Bernardo Chávez","Amparo López","07/13/1898","Bexar","23","50",""
"Klaus Lehmann","Anna Wolf","07/20/1930","Bexar","35","318",""
"Friedrich Wolf","Mathilde Becker","10/23/1880","Bexar","16","35",""
"Frederick Jones","Augusta Bauer","10/15/1926","Bexar","34","96",""
"John Jones","Petra Cantu","03/05/1914","Bexar","29","241",""
"Rafael García","Bertha Schmidt","01/14/1915","Bexar","29","177",""
"Miguel Rodríguez","Amparo Fuentes","10/23/1909","Bexar","27","170",""
"Gustav Braun","Concepción Flores","01/16/1930","Bexar","35","113",""
"Hermann Wolf","Katharina Schroeder","06/26/1941","Bexar","39","379",""
"Friedrich Bauer","Margarita Martínez","05/15/1889","Bexar","20","100",""
"Frank Johnson","Siobhan Sullivan","05/24/1894","Bexar","22","90",""
"Otto Becker","Lupe Pérez","03/13/1923","Bexar","32","336",""
"Miguel Gutiérrez","Louisa Lehmann","09/26/1890","Bexar","20","320",""
"William Brown","Carmen Díaz","12/12/1904","Bexar","25","163",""
"Seamus Flanagan","Juana Díaz","03/11/1874","Bexar","14","127","Performed by Judge R.H. Harrison"
"Clarence Allen","Edith Baker","11/20/1910","Bexar","28","34",""
"Agustín Treviño","Olga Wagner","09/23/1903","Bexar","25","248",""
"Franz Zimmermann","Mathilde Krüger","04/15/1894","Bexar","22","442",""
"Héctor Vásquez","Louisa Hoffmann","02/10/1888","Bexar","19","228",""
"Juan Ramos","Gertrud Klein","07/12/1907","Bexar","27","412",""
"José Rivera","Augusta Krüger","05/27/1885","Bexar","18","257",""
"Franz Weidemann","Rosa Rodríguez","04/11/1914","Bexar","29","101",""
"Eusebio Castillo","Juana Ramírez","12/24/1933","Bexar","36","279",""
"Luis Moreno","Lillie Jackson","11/01/1933","Bexar","36","242",""
"Brendan McCarthy","Consuelo Morales","10/26/1913","Bexar","29","283",""
"Albert Anderson","Bessie Mitchell","12/14/1929","Bexar","35","108",""
"James Thomas","Carmen Gutiérrez","08/26/1838","Bexar","1","338",""
"Héctor Chávez","Clara Schmitt","05/11/1905","Bexar","26","301","Second marriage"
"Robert Anderson","Lena Weidemann","07/07/1905","Bexar","26","486",""
"Ernst Schroeder","Teresa Medina","02/06/1899","Bexar","24","54",""
"Isidro Herrera","Dolores Rodríguez","05/07/1886","Bexar","19","120",""
"August Schmidt","María Flores","07/06/1906","Bexar","26","57",""
"Heinrich Richter","Siobhan Kelly","07/27/1876","Bexar","15","364",""
"Tomás Gutiérrez","Else Lange","04/01/1897","Bexar","23","74",""
"Harold Nelson","Concepción Herrera","01/24/1916","Bexar","30","47",""
"Albert Thomas","Grace Jackson","07/08/1891","Bexar","21","92",""
"Albert Jackson","Florence Green","12/02/1905","Bexar","26","123",""
"Agustín Moreno","Helene Lange","08/14/1864","Bexar","11","391",""
"Michael Doyle","Felicitas Salinas","05/07/1890","Bexar","20","260","Second marriage"
"Isidro Ramos","Elvira Molina","01/01/1887","Bexar","19","129",""
"Richard Scott","Harriet Harris","11/08/1915","Bexar","29","366",""
"Carlos Flores","María Pérez","09/24/1887","Bexar","19","201",""
"Friedrich Hartmann","Angela Cantu","01/22/1925","Bexar","33","273",""
"Bruno Krüger","Frieda Richter","01/20/1908","Bexar","27","3","Catholic ceremony"
"Charles Thomas","Edith Williams","01/11/1881","Bexar","17","421",""
"Hermann Bergmann","Amparo Flores","07/17/1842","Bexar","2","56",""
"Agustín Díaz","Hedwig Richter","04/07/1852","Bexar","6","55",""
"Ernesto Salinas","Dolores Ramos","05/21/1922","Bexar","32","320",""
"Miguel Domínguez","Juana Herrera","12/18/1850","Bexar","5","406",""
"George Moore","Fiona Kennedy","07/22/1926","Bexar","34","474",""
"Gustav Wagner","Gertrud Steinemann","06/01/1884","Bexar","18","312",""
"Bruno Krüger","Louisa Allen","04/01/1838","Bexar","1","316",""
"Ramón Chávez","Bertha Williams","08/10/1903","Bexar","25","104",""
"Juan Cruz","Bertha Harris","03/09/1879","Bexar","16","163",""
"Clarence Nelson","Eileen Doyle","06/11/1926","Bexar","34","125",""
"Gregorio Cruz","Mabel King","06/06/1903","Bexar","25","227",""
"Ignacio Rodríguez","Bridget O'Connor","03/03/1863","Bexar","10","89",""
"Henry Wilson","Ida Werner","12/07/1890","Bexar","20","126",""
"Ludwig Schäfer","Wilhelmine Hoffmann","02/12/1898","Bexar","23","204",""
"Walter Neumann","Ida Schmitt","08/01/1930","Bexar","35","391",""
"Samuel King","Hedwig Werner","08/10/1904","Bexar","25","233",""
"Conrad Fischer","Beatriz Fuentes","01/01/1892","Bexar","21","442",""
"Arthur Jackson","Lillie Baker","05/21/1911","Bexar","28","302","Second marriage"
"Michael Connelly","Florence Miller","12/12/1869","Bexar","12","261",""
"Adolph Lange","Francisca Chávez","08/02/1868","Bexar","12","472",""
"Friedrich Lange","Bertha Hoffmann","03/09/1923","Bexar","32","127",""
"Brendan O'Brien","Josefa Vásquez","02/17/1917","Bexar","30","466",""
"Walter Hoffmann","Else Schwarz","10/10/1904","Bexar","25","376",""
"William Brown","Louisa Gruenewald","04/24/1927","Bexar","34","204",""
"Pedro Herrera","Josefa Domínguez","05/24/1921","Bexar","32","221",""
"Isidro Ramírez","Esperanza Sánchez","03/07/1893","Bexar","21","31",""
"Henry Moore","Aoife Brennan","02/28/1919","Bexar","31","326",""
"Ernesto Sánchez","Concepción Martínez","08/22/1910","Bexar","28","390",""
"Feliciano García","Marta Weber","01/13/1930","Bexar","35","309",""
"Liam Flanagan","Gertrud Braun","11/11/1903","Bexar","25","162",""
"Joseph Jackson","Louisa Steinemann","01/15/1886","Bexar","19","446",""
"Robert Smith","Else Hoffmann","04/12/1933","Bexar","36","232",""
"Conrad Neumann","Wilhelmine Mueller","06/01/1941","Bexar","39","325",""
"Florencio Salinas","Katharina Braun","10/26/1927","Bexar","34","42",""
"Arthur Scott","Emma Baker","04/23/1918","Bexar","31","74",""
"Clarence Johnson","Ramona Hernández","09/28/1923","Bexar","32","240",""
"Karl Schroeder","Katharina Schulz","11/23/1928","Bexar","34","46",""
"Patrick Kelly","Bessie Perez","04/24/1897","Bexar","23","132",""
"Michael O'Connor","Soledad Herrera","06/28/1924","Bexar","33","115",""
"Harold Williams","Clara Weidemann","12/13/1931","Bexar","35","335",""
"Walter Lehmann","Lupe Sánchez","02/11/1887","Bexar","19","380",""
"Francisco Treviño","Concepción Vásquez","05/02/1880","Bexar","16","303",""
"Walter Anderson","Alice Thompson","04/04/1917","Bexar","30","203","Catholic ceremony"
"Luis Reyes","Olga Meyer","12/22/1889","Bexar","20","435",""
"Harold Anderson","Beatriz Sánchez","10/16/1925","Bexar","33","324",""
"Emil Schmidt","Brigid Kelly","12/26/1863","Bexar","10","116",""
"Feliciano Rivera","Lillie Taylor","03/01/1921","Bexar","32","281",""
"Conrad Bauer","Lillie Williams","05/23/1898","Bexar","23","473",""
"Joseph Brown","Felicitas López","05/15/1927","Bexar","34","336",""
"Isidro Fuentes","Carmen Morales","04/24/1927","Bexar","34","334","Previously widowed"
"Thomas Scott","Alice Jackson","11/27/1891","Bexar","21","87",""
"Ignacio Rivera","Emma Thompson","07/05/1917","Bexar","30","322",""
"Francisco Cruz","Elena Rivera","12/26/1904","Bexar","25","344",""
"Joseph Moore","Olga Bauer","02/04/1887","Bexar","19","251",""
"Charles Smith","Mathilde Schroeder","02/26/1927","Bexar","34","304",""
"Walter Schäfer","Frieda Koch","09/06/1930","Bexar","35","208",""
"Andrés Herrera","Teresa Sánchez","11/04/1863","Bexar","10","93",""
"Friedrich Schwarz","Gertrud Weber","04/21/1916","Bexar","30","83","Performed by Judge R.H. Harrison"
"John Williams","Maureen Walsh","03/14/1914","Bexar","29","484",""
"Juan Moreno","Olga Meyer","06/17/1924","Bexar","33","467",""
"Andrés Morales","Marta Schulz","05/28/1889","Bexar","20","427",""
"Andrés Morales","Augusta Meyer","02/18/1891","Bexar","21","131",""
"Otto Richter","Augusta Hartmann","03/18/1924","Bexar","33","105","Previously widowed"
"Agustín Díaz","Pearl Scott","10/06/1912","Bexar","28","215",""
"Florencio Chávez","Juana Cruz","09/04/1887","Bexar","19","351",""
"Agustín Hernández","Concepción Castillo","05/01/1894","Bexar","22","51",""
"Kieran Murphy","Emma Davis","10/27/1899","Bexar","24","414",""
"Hans Steinemann","Lupe Pérez","06/25/1858","Bexar","8","200",""
"Eugene Young","Clara Schroeder","01/22/1896","Bexar","22","263",""
"Johann Richter","Augusta Schmidt","06/23/1918","Bexar","31","399",""
"August Wagner","Louisa Lehmann","05/14/1898","Bexar","23","267",""
"Charles Taylor","Helene Schäfer","02/21/1900","Bexar","24","41","Minor — parental consent noted"
"George Allen","Elvira Moreno","01/14/1911","Bexar","28","347",""
"Arthur Martin","Hedwig Lange","10/07/1880","Bexar","16","467",""
"Héctor Cantu","Elvira González","11/25/1890","Bexar","20","269",""
"Rafael Ramírez","Marta Klein","06/04/1890","Bexar","20","174",""
"Andrés Sánchez","Catalina Moreno","12/21/1880","Bexar","16","292",""
"Clarence Carter","Ruth Perez","01/12/1911","Bexar","28","4",""
"Rafael Pérez","Elvira Rivera","02/14/1880","Bexar","16","252",""
"Johann Klein","Catalina García","05/08/1922","Bexar","32","241",""
"Héctor Rivera","Augusta Weber","08/06/1921","Bexar","32","72",""
"Adolph Bergmann","Edith Brown","03/13/1882","Bexar","17","216",""
"George Scott","Catalina Castillo","09/16/1911","Bexar","28","410",""
"Feliciano Molina","Clara Meyer","01/05/1886","Bexar","19","80",""
"Gregorio Cruz","Concepción Chávez","01/14/1931","Bexar","35","246",""
"Walter Schulz","Else Wagner","02/28/1929","Bexar","35","135",""
"Héctor Díaz","Frieda Lange","03/07/1915","Bexar","29","438",""
"Hermann Weber","Guadalupe Castillo","07/01/1855","Bexar","7","316",""
"Joseph White","Katharina Schulz","01/17/1910","Bexar","28","219",""
"Carlos Treviño","Margarita Domínguez","03/02/1883","Bexar","18","1","Previously widowed"
"Luis Fuentes","Juana Pérez","08/12/1896","Bexar","22","172",""
"José Ramírez","Elvira Treviño","09/20/1912","Bexar","28","191",""
"Tomás Vásquez","Rosa Ramírez","02/02/1918","Bexar","31","301",""
"Henry Miller","Emma Williams","06/10/1916","Bexar","30","372",""
"Eugene Baker","Carmen Díaz","05/25/1925","Bexar","33","437",""
"Adolph Bergmann","Luz Sánchez","08/14/1845","Bexar","3","269",""
"Friedrich Wagner","Bertha Schäfer","01/26/1916","Bexar","30","498",""
"Joseph Martin","Else Fischer","09/13/1928","Bexar","34","288",""
"Franz Becker","Esperanza Morales","09/15/1880","Bexar","16","258",""
"Ludwig Steinemann","Beatriz Castillo","04/02/1890","Bexar","20","274",""
"Antonio Castillo","Ethel Mitchell","04/27/1919","Bexar","31","108",""
"Rafael Treviño","Beatriz Ortiz","10/10/1889","Bexar","20","167",""
"Friedrich Gruenewald","Elvira Castillo","09/22/1881","Bexar","17","445",""
"Thomas Baker","Lillie Wright","11/20/1920","Bexar","31","283",""
"Gustav Hoffmann","Luz Molina","12/24/1894","Bexar","22","223",""
"William Martin","Esperanza Rivera","12/06/1911","Bexar","28","332",""
"Pedro Molina","Wilhelmine Fischer","04/15/1907","Bexar","27","466",""
"Bruno Meyer","Mary King","01/04/1904","Bexar","25","424","Previously widowed"
"Robert Wilson","Ethel Jones","01/26/1913","Bexar","29","495","Second marriage"
"Gustav Steinemann","Edith Jones","08/27/1916","Bexar","30","84",""
"Hermann Schmidt","Augusta Krüger","01/04/1881","Bexar","17","279",""
"Walter Meyer","Consuelo Martínez","03/12/1904","Bexar","25","336",""
"Joseph Scott","Emma Martin","04/04/1887","Bexar","19","490",""
"Bernardo Garza","Josefa González","07/17/1891","Bexar","21","172",""
"Johann Bergmann","Hilda Braun","02/09/1881","Bexar","17","470",""
"Carlos Rodríguez","Alice Adams","03/13/1900","Bexar","24","229",""
"Arthur Carter","Teresa Chávez","03/03/1872","Bexar","14","166",""
"Ernesto Cantu","Petra Fuentes","10/26/1906","Bexar","26","326",""
"Charles Jackson","Sophie Schwarz","09/27/1914","Bexar","29","118",""
"Walter Neumann","Katharina Lange","01/07/1903","Bexar","25","436","Witnesses present"
"Johann Weidemann","Margarita Treviño","03/10/1947","Bexar","41","236",""
"Walter Wilson","Consuelo López","12/23/1852","Bexar","6","74",""
"Héctor Treviño","Rosa Rodríguez","03/01/1918","Bexar","31","76",""
"Manuel García","Ida Meyer","12/05/1897","Bexar","23","384",""
"Arthur White","Ruth Nelson","05/04/1880","Bexar","16","80","Previously widowed"
"Feliciano Rivera","Anna Richter","08/18/1924","Bexar","33","365",""
"Clarence Taylor","Helen Roberts","09/13/1885","Bexar","18","487",""
"Bernardo López","Esperanza Rodríguez","08/11/1896","Bexar","22","335",""
"George Johnson","Helen Miller","02/12/1886","Bexar","19","309",""
"Ramón Moreno","Rosa Rodríguez","05/07/1880","Bexar","16","283",""
"Charles Moore","Teresa González","08/02/1930","Bexar","35","25",""
"James Thomas","Lillie Thompson","07/24/1928","Bexar","34","183",""
"Thomas Anderson","Else Weber","03/01/1929","Bexar","35","301",""
"Wilhelm Schäfer","Amparo Ramos","02/23/1920","Bexar","31","119",""
"Robert Adams","Louisa Thompson","11/17/1914","Bexar","29","477",""
"Johann Koch","Juana Chávez","11/13/1925","Bexar","33","123",""
"Heinrich Meyer","Sophie Weber","05/18/1855","Bexar","7","445",""
"William Martin","Concepción Flores","02/09/1857","Bexar","8","296",""
"Pedro Ramos","Catalina Ortiz","11/05/1893","Bexar","21","482",""
"Wilhelm Bauer","Lillie White","03/15/1924","Bexar","33","188",""
"Gustav Bauer","Petra Medina","01/20/1923","Bexar","32","330","Minor — parental consent noted"
"Gerhard Mueller","Rosa Moreno","07/28/1916","Bexar","30","38",""
"William Thomas","Hedwig Bergmann","02/06/1850","Bexar","5","375",""
"Kieran Doyle","Clara Koch","10/16/1901","Bexar","24","109",""
"Franz Wolf","Carmen Fuentes","06/19/1893","Bexar","21","17",""
"John Roberts","Helen Martin","01/25/1893","Bexar","21","351",""
"Pedro Hernández","Lupe Molina","08/28/1925","Bexar","33","215",""
"Franz Wagner","Sarah Perez","05/06/1880","Bexar","16","102",""
"Conrad Schwarz","Emilie Lange","10/13/1924","Bexar","33","422","Witnesses present"
"Eusebio Torres","Elvira Salinas","03/16/1909","Bexar","27","443",""
"Walter Moore","Anna Wolf","03/21/1946","Bexar","41","231",""
"Wilhelm Becker","Edith White","03/20/1929","Bexar","35","194",""
"Miguel García","Margarita Martínez","09/27/1899","Bexar","24","445",""
"August Klein","Louisa Gruenewald","06/04/1913","Bexar","29","475",""
"Otto Schwarz","Hedwig Klein","12/22/1922","Bexar","32","224",""
"Thomas Williams","Emma Williams","07/04/1919","Bexar","31","255",""
"Gerhard Weber","Else Zimmermann","05/28/1922","Bexar","32","216",""
"Eugene Jackson","Catalina Sánchez","08/14/1930","Bexar","35","465",""
"Joseph Smith","Mabel Thompson","05/10/1922","Bexar","32","430",""
"Charles Smith","Helen Johnson","06/27/1889","Bexar","20","419",""
"Richard Anderson","Teresa Chávez","04/20/1905","Bexar","26","330",""
"Tomás Chávez","Luz Vásquez","07/11/1859","Bexar","9","265",""
"Isidro Ramírez","Mathilde Lehmann","11/09/1928","Bexar","34","429",""
"Henry Williams","Petra García","03/01/1917","Bexar","30","317",""
"William Allen","Elvira Ramírez","11/25/1918","Bexar","31","184",""
"Hermann Schäfer","Consuelo Vásquez","01/09/1921","Bexar","32","43",""
"Hans Steinemann","Angela Sánchez","05/06/1898","Bexar","23","48","Performed by Judge R.H. Harrison"
"Henry Jackson","Ramona Martínez","11/03/1911","Bexar","28","108",""
"Jesús Medina","Florence Taylor","11/19/1891","Bexar","21","324",""
"Jesús Cantu","Lena Braun","09/24/1890","Bexar","20","131",""
"José Martínez","Bertha Becker","04/01/1851","Bexar","6","168",""
"Isidro Ramírez","Catalina Díaz","12/18/1881","Bexar","17","334",""
"Arthur White","Clara Weidemann","04/22/1891","Bexar","21","434",""
"Ernesto Pérez","Mathilde Schäfer","12/16/1893","Bexar","21","222",""
"Franz Gruenewald","Rosa Vásquez","06/12/1916","Bexar","30","460",""
"Pedro González","Eileen Gallagher","11/17/1918","Bexar","31","181",""
"Florencio Salinas","Emilie Bauer","11/12/1893","Bexar","21","191",""
"José Salinas","Gertrud Becker","06/08/1930","Bexar","35","288","Performed by Judge R.H. Harrison"
"Bruno Becker","Lupe Rodríguez","07/22/1921","Bexar","32","388",""
"Henry Miller","Catalina Herrera","07/04/1897","Bexar","23","64",""
"Hans Richter","María Moreno","10/01/1930","Bexar","35","467",""
"Ernesto González","Louisa Johnson","02/16/1881","Bexar","17","49",""
"Ludwig Hoffmann","Margarita Molina","06/16/1929","Bexar","35","314","Performed by Judge R.H. Harrison"
"August Schroeder","Emma Carter","02/01/1919","Bexar","31","115","Second marriage"
"Jesús Chávez","Josefa Díaz","06/27/1940","Bexar","39","463",""
"Isidro López","Ramona González","02/09/1899","Bexar","24","169",""
"Joseph Moore","Bertha Zimmermann","06/28/1888","Bexar","19","76",""
"Walter Wright","Frieda Neumann","08/22/1916","Bexar","30","251",""
"Eusebio Fuentes","Lupe Moreno","09/27/1882","Bexar","17","447",""
"Ernst Lange","Catalina López","04/15/1922","Bexar","32","420",""
"Gustav Becker","Louisa Thompson","05/23/1934","Bexar","37","233",""
"Thomas Roberts","Margarita Vásquez","10/17/1948","Bexar","42","104",""
"Carlos Chávez","Elena Pérez","12/04/1886","Bexar","19","124","Catholic ceremony"
"José Fuentes","Olga Bauer","02/12/1915","Bexar","29","221",""
"Héctor Garza","Lupe Treviño","07/24/1921","Bexar","32","476",""
"Ernesto Rivera","Else Braun","02/22/1907","Bexar","27","26",""
"Seamus Murphy","Guadalupe Castillo","02/09/1914","Bexar","29","116",""
"Emil Richter","Consuelo Castillo","04/12/1890","Bexar","20","327",""
"Friedrich Weber","Beatriz Fuentes","12/08/1946","Bexar","41","88",""
"Pedro Garza","Alice Smith","06/01/1907","Bexar","27","91",""
"George Scott","Mary King","10/01/1910","Bexar","28","251",""
"Wilhelm Gruenewald","Amparo Moreno","09/06/1904","Bexar","25","387",""
"Luis Garza","Louisa Schwarz","05/12/1911","Bexar","28","235","Performed by Judge R.H. Harrison"
"Jesús Fuentes","Amparo Martínez","04/22/1906","Bexar","26","73",""
"Tomás Chávez","Elvira Hernández","11/04/1904","Bexar","25","495",""
"Gerhard Bergmann","Louisa Davis","06/11/1923","Bexar","32","201",""
"Edward Taylor","Teresa Garza","07/26/1852","Bexar","6","233",""
"Frank Taylor","María Herrera","08/22/1855","Bexar","7","77",""
"Andrés Flores","Elena Rodríguez","08/02/1838","Bexar","1","112",""
"Wilhelm Schroeder","Petra Cantu","01/09/1880","Bexar","16","71",""
"Aurelio Torres","Eileen Kelly","07/19/1862","Bexar","10","471","Minor — parental consent noted"
"Rafael Cruz","Lillie White","05/10/1886","Bexar","19","306",""
"Gustav Lehmann","Wilhelmine Hoffmann","04/10/1915","Bexar","29","157","Witnesses present"
"Albert Young","Ramona Chávez","08/23/1913","Bexar","29","161",""
"Adolph Wolf","Angela Domínguez","01/18/1896","Bexar","22","14",""
"Johann Braun","Mabel Allen","10/18/1888","Bexar","19","461",""
"Feliciano Molina","Amparo García","09/15/1928","Bexar","34","430","Second marriage"
"Agustín Pérez","Rosa Moreno","06/28/1924","Bexar","33","32",""
"Bruno Werner","Edith Thompson","08/05/1927","Bexar","34","115",""
"Johann Schäfer","Anna Lehmann","04/04/1924","Bexar","33","35","Witnesses present"
"Clarence Brown","Rosa Fuentes","08/13/1912","Bexar","28","29",""
"Ignacio Rivera","Ida Moore","08/28/1924","Bexar","33","337",""
"Friedrich Wagner","Elvira Cruz","12/18/1927","Bexar","34","103",""
"Gregorio Pérez","Colleen Kennedy","07/23/1905","Bexar","26","410",""
"Walter Meyer","Angela Sánchez","10/10/1880","Bexar","16","18",""
"Harold Harris","Margarita Ramírez","08/09/1926","Bexar","34","5",""
"Aurelio Morales","Beatriz Vásquez","11/05/1891","Bexar","21","181",""
"August Lange","Alice Moore","05/13/1921","Bexar","32","35",""
"Emil Schroeder","Emilie Zimmermann","11/17/1901","Bexar","24","133",""
"Tomás Cantu","Clara Fischer","03/08/1926","Bexar","34","50",""
"Conrad Koch","Mabel Brown","12/13/1859","Bexar","9","387",""
"John King","Guadalupe Rodríguez","10/21/1903","Bexar","25","431","Minor — parental consent noted"
"Isidro Medina","Luz Díaz","08/22/1911","Bexar","28","147",""
"Walter Carter","Wilhelmine Fischer","11/04/1920","Bexar","31","105","Minor — parental consent noted"
"Frank Adams","Hedwig Steinemann","11/24/1891","Bexar","21","491",""
"Conrad Becker","Pearl Carter","06/20/1902","Bexar","25","461",""
"Manuel Medina","Clara Steinemann","03/26/1885","Bexar","18","265",""
"Ramón López","Gertrud Mueller","05/13/1898","Bexar","23","361",""
"George Taylor","Teresa Cruz","09/10/1915","Bexar","29","205",""
"Karl Zimmermann","Augusta Krüger","07/09/1901","Bexar","24","103",""
"Robert Miller","Gertrud Weidemann","01/08/1949","Bexar","42","253","Witnesses present"
"John Thomas","Aoife Gallagher","09/16/1847","Bexar","4","485",""
"Thomas Johnson","Katharina Krüger","05/26/1910","Bexar","28","436",""
"Juan Martínez","Edith Young","11/22/1904","Bexar","25","378","Catholic ceremony"
"Feliciano Vásquez","Ida Lange","02/15/1888","Bexar","19","61",""
"Dermot Kennedy","Petra López","10/01/1885","Bexar","18","117",""
"Eugene Allen","Ramona García","01/03/1868","Bexar","12","30",""
"Juan Salinas","Luz Cruz","10/13/1853","Bexar","6","246",""
"Heinrich Hoffmann","Edith Martin","06/28/1941","Bexar","39","113",""
"Rafael Moreno","Mabel Thompson","12/18/1877","Bexar","15","258",""
"Héctor Herrera","Dolores Ramírez","04/10/1903","Bexar","25","380",""
"Eusebio Torres","Consuelo Medina","02/01/1909","Bexar","27","256",""
"Tomás Vásquez","Josefa López","07/16/1919","Bexar","31","10",""
"Juan Reyes","Esperanza Chávez","05/02/1922","Bexar","32","278",""
"Harold Adams","Ethel Nelson","01/11/1864","Bexar","11","372",""
"Walter Lehmann","Elizabeth Nelson","12/22/1904","Bexar","25","148",""
"Albert White","Mathilde Schmitt","07/15/1890","Bexar","20","382",""
"José Castillo","Ethel Williams","09/10/1935","Bexar","37","173",""
"Carlos Treviño","Lupe García","11/11/1916","Bexar","30","429",""
"Guadalupe Martínez","Olga Schmidt","11/28/1898","Bexar","23","285",""
"Manuel Castillo","Ida Anderson","03/09/1893","Bexar","21","393",""
"Ignacio Ramírez","Esperanza Torres","01/08/1920","Bexar","31","59",""
"Aurelio Medina","Marta Schwarz","12/09/1844","Bexar","3","500",""
"Adolph Schwarz","Bertha Wilson","09/15/1884","Bexar","18","58",""
"Jesús Treviño","Helen Williams","03/01/1898","Bexar","23","168",""
"Héctor Treviño","Hilda Braun","01/10/1903","Bexar","25","477",""
"Karl Braun","Concepción Cantu","10/02/1885","Bexar","18","337",""
"Agustín Hernández","Siobhan Gallagher","11/18/1916","Bexar","30","376",""
"Clarence Nelson","Catalina Medina","10/10/1892","Bexar","21","467",""
"Feliciano Treviño","Concepción Sánchez","12/14/1908","Bexar","27","186","Witnesses present"
"Adolph Krüger","Katharina Wolf","10/27/1866","Bexar","11","424",""
"Charles Adams","Pearl Scott","05/11/1896","Bexar","22","161",""
"Bruno Meyer","Wilhelmine Bergmann","01/06/1909","Bexar","27","62",""
"Arthur Baker","Guadalupe Chávez","02/05/1890","Bexar","20","264",""
"Walter Thomas","Beatriz Cruz","06/27/1852","Bexar","6","460",""
"Karl Werner","Elvira Cantu","11/15/1889","Bexar","20","380",""
"Ignacio Ramírez","Pearl Roberts","02/05/1902","Bexar","25","459","Witnesses present"
"Agustín Ramos","Angela Rivera","05/25/1917","Bexar","30","50",""
"Wilhelm Zimmermann","Else Zimmermann","05/11/1907","Bexar","27","197",""
"Antonio González","Edith White","10/11/1916","Bexar","30","51",""
"Luis Castillo","Katharina Bergmann","10/25/1896","Bexar","22","55",""
"Johann Weber","Remedios Flores","09/18/1882","Bexar","17","410",""
"Friedrich Bauer","Teresa Chávez","03/27/1903","Bexar","25","233",""
"Isidro Sánchez","Ida Schroeder","05/24/1888","Bexar","19","343",""
"Manuel Reyes","Bessie Davis","08/21/1897","Bexar","23","377",""
"Richard Perez","Helen Brown","09/11/1938","Bexar","38","98",""
"Wilhelm Krüger","Katharina Meyer","11/07/1894","Bexar","22","136",""
"Otto Werner","Bertha Becker","09/28/1885","Bexar","18","371",""
"Manuel Herrera","Wilhelmine Lange","12/09/1906","Bexar","26","315",""
"Adolph Schroeder","Emilie Bergmann","05/22/1894","Bexar","22","249",""
"Klaus Bauer","Hilda Weber","05/14/1928","Bexar","34","497",""
