"First Name","Last Name","Preferred Name","Email","Phone","Cell Phone","Address 1","City","State","Zip","Country","Gender","Birthday","Join Date","Expiration Date","Status","Membership Plan","Amount Paid","Payment Method","Payment Date","Marital Status","Surnames Researched","Notes"
"Consuelo","Baker","Consuelo","cbaker@gmail.com","(210) 984-7345","","26823 Wurzbach Rd","San Antonio","TX","78299","US","Female","02/19/1969","05/13/2018","05/13/2019","Active","Individual","45.00","Check","05/09/2018","Divorced","Brooks; Gonzales; Remington","Research focus: Revolutionary War"
"Billy","Turner","Billy","b.turner@yahoo.com","(830) 654-3080","","24442 Silver Horn Dr","Seguin","TX","78199","US","Male","06/19/1972","05/17/2024","05/17/2025","Active","Student","20.00","Cash","05/13/2024","Married","",""
"Padraig","Hicks","Padraig","phicks@gmail.com","(210) 773-1299","","15617 NW Military Hwy","San Antonio","TX","78153","US","Male","08/30/1980","05/28/2020","05/28/2021","Active","Individual","45.00","Check","05/27/2020","Single","Hartmann; Hill; De La Cruz",""
"Fernando","Villarreal","Fernando","f.villarreal@yahoo.com","(210) 573-3681","","8295 McCullough Ave","San Antonio","TX","78214","US","Male","08/28/1980","07/25/2023","01/23/2026","Grace Period","Individual","45.00","PayPal","07/24/2023","Married","Kimball; Reed; Wang; Underwood",""
"Silvia","Lee","Silvia","s.lee@sbcglobal.net","(210) 661-8668","","1816 San Pedro Ave","San Antonio","TX","78289","US","Female","","01/21/2022","01/21/2023","Active","Individual","45.00","Credit Card","01/16/2022","Married","Greenwood; Cook",""
"Martha","Warren","Martha","martha95@aol.com","(210) 415-4965","","22605 Marbach Rd","San Antonio","TX","78290","US","Female","10/29/1951","08/06/2015","08/05/2016","Active","Individual","45.00","PayPal","07/30/2015","Married","Baker; O'Connor; Hayes; Cantu",""
"Denisha","Cunningham","Denisha","denisha.cunningham75@hotmail.com","(830) 440-7713","","26574 Bandera Rd","New Braunfels","TX","78199","US","Female","05/09/1968","05/07/2023","05/06/2024","Active","Family","65.00","Credit Card","05/07/2023","Married","Allen; Kowalski; Butler; Bell; O'Neill",""
"Jolanta","Crawford","Jolanta","j.crawford@yahoo.com","(210) 397-8017","","712 Spring Branch","San Antonio","TX","78243","US","Female","02/13/1951","09/02/2022","09/02/2023","Active","Individual","45.00","PayPal","08/31/2022","Married","Graham",""
"Declan","Stone","Declan","declan36@outlook.com","(210) 642-3876","","9133 Cliff Shadow","San Antonio","TX","78211","US","Male","11/12/1968","12/06/2018","02/10/2026","Grace Period","Family","65.00","Credit Card","11/30/2018","Divorced","",""
"Brandon","Salazar","Brandon","salazarb@swbell.net","(210) 869-3377","(956) 436-1975","12041 Shady Oak","San Antonio","TX","78187","US","Male","03/07/1963","09/22/2024","09/22/2025","Active","Organization","100.00","Check","09/15/2024","Married","Kelly; Mitchell; Patterson; Fitzgerald",""
"Janusz","Cantu","Janusz","januszcantu@outlook.com","(210) 659-8780","","22407 Blanco Rd","San Antonio","TX","78209","US","Male","06/12/1952","03/09/2022","03/09/2023","Active","Individual","45.00","Credit Card","03/05/2022","Single","Wozniak; Baker",""
"Marisol","Alvarez","Marisol","malvarez@gmail.com","(830) 375-9627","","14498 Lockhill Selma Rd","Seguin","TX","78132","US","Female","10/03/1961","03/20/2020","03/20/2021","Active","Individual","45.00","Check","03/14/2020","Married","Norwood; Coleman",""
"DeShawn","Hall","DeShawn","deshawn.hall@gmail.com","(210) 780-2131","","25415 Ingram Rd","San Antonio","TX","78258","US","Male","","02/10/2021","02/07/2026","Grace Period","Individual","45.00","Check","02/05/2021","Married","",""
"Steven","Mitchell","Steve","stevenmitchell@yahoo.com","(806) 424-8817","(210) 941-2074","21761 Spring St","Lubbock","TX","79411","US","Male","07/31/1957","03/04/2019","03/03/2020","Active","Individual","45.00","Credit Card","02/25/2019","Married","O'Sullivan; Eastman; Chamberlain; Thomas; Rodriguez","Gift membership; Hosts study group"
"Lucia","Henderson","Lucia","henderson.lucia@aol.com","(915) 215-1001","","6840 Sycamore Dr","El Paso","TX","79888","US","Female","01/06/1990","05/08/2017","02/25/2026","Grace Period","Individual","45.00","PayPal","05/08/2017","Widowed","Castillo",""
"Thomas","Ferguson","Thomas","t.ferguson@gmail.com","(210) 825-7659","(830) 693-7655","19675 N New Braunfels Ave","San Antonio","TX","78196","US","Male","07/14/1958","06/13/2024","06/13/2025","Active","Individual","45.00","Check","06/06/2024","Married","Ross; Weber","FamilySearch volunteer; Webmaster"
"Grazyna","Chambers","Grazyna","gchambers@gmail.com","(830) 710-9175","","3795 Amber Creek","Seguin","TX","78148","US","Female","","08/22/2017","08/22/2018","Deceased","Individual","45.00","Credit Card","08/17/2017","Married","Weber; Gallagher; Langston",""
"Denise","Lee","Denise","lee.denise@aol.com","(512) 984-3374","","16178 Alamo St","Austin","TX","78789","US","Female","06/27/1935","07/25/2021","07/25/2022","Active","Individual","45.00","Credit Card","07/19/2021","Single","Nowak; Thomas; Price; Baker; Ward; Thompson",""
"Estela","Bailey","Estela","bailey.e49@sbcglobal.net","(210) 245-8031","","8673 Thousand Oaks Dr","San Antonio","TX","78119","US","Female","12/21/1946","11/02/2023","11/01/2024","Expired","Individual","45.00","Check","11/01/2023","Divorced","Wilson; Doyle",""
"Ernesto","Mueller","Ernesto","ernesto.mueller@gmail.com","(830) 766-5102","","9305 Lark Meadow","Kerrville","TX","78013","US","Male","08/16/1956","12/03/2021","12/03/2022","Expired","Individual","45.00","PayPal","12/01/2021","Widowed","Bennett; Chen; Wright; Torres",""
"Ling","Wood","Ling","ling56@gmail.com","(210) 632-8599","","9188 Fox Run Apt 175","San Antonio","TX","78244","US","Female","05/23/1976","12/28/2020","12/28/2021","Active","Student","20.00","PayPal","12/28/2020","Married","Quincy; Meyer",""
"Douglas","Li","Doug","douglas.li@yahoo.com","(817) 864-3759","","24092 Maple Dr","Fort Worth","TX","76007","US","Male","06/20/1953","02/13/2017","02/13/2018","Active","Student","20.00","PayPal","02/07/2017","Widowed","Cantu; Meyer; Flores",""
"Declan","Diaz","Declan","declan.diaz17@comcast.net","(210) 347-1993","","5826 De Zavala Rd","San Antonio","TX","78105","US","Male","01/13/2000","08/27/2021","08/27/2022","Active","Individual","45.00","Check","08/20/2021","Divorced","Sanchez; Eastman; Kelly","Moved from El Paso; Interested in DNA testing"
"Grace","Daniels","Grace","grace.daniels@earthlink.net","(469) 640-2015","","26606 Pine Meadow","Dallas","TX","75300","US","Female","11/16/1965","11/08/2022","11/08/2023","Lapsed","Individual","45.00","PayPal","11/08/2022","Married","White; Eastman; Henderson",""
"Sandra","Mason","Sandra","sandra.mason@gmail.com","(210) 635-5307","","6163 Live Oak St","San Antonio","TX","78241","US","Female","02/20/1975","06/10/2024","06/10/2025","Active","Honorary","0.00","PayPal","06/10/2024","Single","Griffin; Mitchell",""
"Mary","Reddy","Mary","reddy.mary@gmail.com","(432) 274-6236","","1838 Bitters Rd","Midland","TX","79732","US","Female","08/18/1939","06/01/2025","06/01/2026","Active","Family","65.00","Credit Card","05/31/2025","Married","Wright; Patterson; Eastman; Gray",""
"Declan","Evans","Declan","devans@gmail.com","(512) 481-7122","(254) 794-4487","7087 Tezel Rd","Austin","TX","73779","US","Male","","10/09/2024","10/09/2025","Expired","Individual","45.00","PayPal","10/02/2024","Widowed","Nelson; Hargrove; Bryant",""
"Matthew","O'Neill","Matthew","oneill.matthew@gmail.com","(210) 408-8818","","27700 Prue Rd","San Antonio","TX","78282","US","Male","02/19/1999","04/14/2022","04/14/2023","Active","Individual","45.00","Check","04/08/2022","Married","Barnes","Teaches beginner classes; Church records researcher; Referred by existing member"
"Kathleen","Krawczyk","Kat","k.krawczyk@swbell.net","(210) 620-4739","","22079 Commerce St Apt 288","San Antonio","TX","78226","US","Female","09/17/1945","07/01/2022","07/01/2023","Active","Individual","45.00","Credit Card","06/26/2022","Married","Doyle; Brown; Torres; Johnson",""
"Colm","Gupta","Colm","colm69@yahoo.com","(512) 243-3624","","15619 Cypress Dr","Austin","TX","78625","US","Male","04/16/1934","09/05/2022","09/05/2023","Active","Individual","45.00","Check","09/05/2022","Single","",""
"Tanya","Patterson","Tanya","pattersont@yahoo.com","(210) 341-2709","(214) 876-7783","27509 N New Braunfels Ave","San Antonio","TX","78264","US","Female","07/18/1937","07/28/2015","07/27/2016","Deceased","Individual","45.00","Credit Card","07/27/2015","Divorced","Ross; Jarrett; Perez",""
"Martha","O'Sullivan","Martha","martha79@swbell.net","(210) 846-5677","","20027 Moss Rock","San Antonio","TX","78101","US","Female","01/17/1935","09/28/2015","09/27/2016","Active","Individual","45.00","Check","09/24/2015","Married","Cantu; Thomas; Ramirez","DAR member"
"Roy","O'Sullivan","Roy","roy.osullivan95@yahoo.com","(210) 421-2150","","16527 Fox Run # 766","San Antonio","TX","78138","US","Male","","11/22/2022","02/27/2026","Grace Period","Family","65.00","Check","11/22/2022","Single","Callaway",""
"Brigitte","Schneider","Brigitte","brigitte.schneider57@att.net","(281) 223-5707","","2632 Mesa Verde","Houston","TX","77362","US","Female","04/21/1966","03/04/2017","03/04/2018","Expired","Individual","45.00","Credit Card","02/27/2017","Married","Shah; James; Hawthorne",""
"Jeffrey","Cunningham","Jeffrey","jeffrey55@gmail.com","(210) 232-9648","","460 Wilderness Oak","San Antonio","TX","78132","US","Male","06/15/1973","02/20/2020","02/19/2021","Active","Individual","45.00","PayPal","02/13/2020","Single","Greenwood; Hill; Henderson","Presented at annual conference"
"Philip","Huang","Philip","philip.huang@gmail.com","(210) 338-7881","","8891 Vance Jackson Rd","Helotes","TX","78012","US","Male","02/08/1974","04/18/2024","04/18/2025","Active","Individual","45.00","PayPal","04/15/2024","","De La Cruz; Fitzgerald; Pendleton; Singh; Graham",""
"Ravi","Hunter","Ravi","ravi.hunter54@yahoo.com","(830) 261-4713","","12221 Pecan St","Kerrville","TX","78071","US","Male","11/30/1944","03/14/2023","03/13/2024","Active","Individual","45.00","Check","03/11/2023","Single","",""
"Joshua","Bennett","Joshua","joshua.bennett@yahoo.com","(210) 277-5665","","1189 Creek Stone","San Antonio","TX","78200","US","Male","","10/28/2024","10/28/2025","Active","Individual","45.00","Check","10/23/2024","Divorced","White; Walker",""
"Martha","Vu","Martha","vu.martha@aol.com","(817) 862-6157","","23400 Potranco Rd","Fort Worth","TX","76087","US","Female","08/25/1944","07/12/2021","07/12/2022","Deceased","Individual","45.00","Credit Card","07/06/2021","Single","Martin; Fairchild; Pruett; Kensington",""
"Dorothy","Rivera","Dorothy","rivera.dorothy@hotmail.com","(210) 616-5419","","15021 Medio Creek","San Antonio","TX","78131","US","Female","05/25/1963","11/22/2024","11/22/2025","Active","Individual","45.00","Cash","11/22/2024","Widowed","Gallagher; Hargrove","Ancestry.com subscriber"
"Darnell","O'Connor","Darnell","darnell80@sbcglobal.net","(210) 524-4068","(469) 271-6640","10589 Zarzamora St","San Antonio","TX","78297","US","Male","02/13/1976","11/08/2019","02/06/2026","Grace Period","Individual","45.00","Stripe","11/06/2019","Single","Price; Northcutt; Kelly; Murphy",""
"Emma","Hawkins","Emma","ehawkins@yahoo.com","(830) 502-8740","","4243 Whisper Bend","Seguin","TX","78192","US","Female","03/26/1965","11/25/2021","11/25/2022","Lapsed","Family","65.00","Check","11/25/2021","Married","Robinson; Davis; Moore; Li",""
"Frances","Flores","Frances","frances.flores73@gmail.com","(512) 324-3108","","13883 Falcon Crest","Austin","TX","73760","US","Female","03/10/1936","06/16/2020","06/16/2021","Active","Individual","45.00","PayPal","06/15/2020","Married","Torres; Murphy; Peterson",""
"Aiden","Krueger","Aiden","aidenkrueger@hotmail.com","(361) 257-8657","","16847 Commerce St","Corpus Christi","TX","78409","US","Male","06/20/1946","09/24/2024","09/24/2025","Active","Individual","45.00","Credit Card","09/20/2024","Divorced","Rogers; Rutherford; Jarrett; Lopez",""
"Vikram","Sanchez","Vikram","v.sanchez@gmail.com","(512) 527-5194","","16246 Cypress Dr","Round Rock","TX","78681","US","Male","01/12/1936","11/24/2022","11/24/2023","Lapsed","Individual","45.00","Check","11/18/2022","Divorced","Nowak; Meyer",""
"Ashok","Graham","Ashok","ashok10@gmail.com","(512) 461-9045","(214) 836-4958","14449 Post Oak Blvd","Austin","TX","73742","US","Male","04/20/1996","07/19/2024","07/19/2025","Active","Individual","45.00","Credit Card","07/15/2024","Married","Chen; Salazar; Hargrove; Bell; Ryan","Research focus: Irish immigration"
"Carmen","Price","Carmen","pricec@gmail.com","(512) 369-8891","","14626 Country Club Dr","Austin","TX","78682","US","Female","04/03/1946","04/03/2024","04/03/2025","Deceased","Individual","45.00","Credit Card","03/31/2024","Single","Diaz; Thompson",""
"Deborah","Montoya","Deborah","montoya.deborah@gmail.com","(210) 515-6845","","26925 Misty Glen","San Antonio","TX","78107","US","Female","11/05/1952","01/28/2024","01/27/2025","Deceased","Individual","45.00","PayPal","01/22/2024","Married","Cook","FamilySearch volunteer; DRT member"
"Rodney","Vega","Rodney","rodney31@swbell.net","(210) 993-4068","","16896 Autumn Mist","San Antonio","TX","78124","US","Male","","04/18/2022","04/18/2023","Expired","Individual","45.00","PayPal","04/18/2022","Married","Walker; Ross","Librarian volunteer"
"Cynthia","O'Neill","Cynthia","oneill.cynthia@hotmail.com","(512) 766-5553","(713) 933-3311","25131 Country Club Dr","Austin","TX","73709","US","Female","04/22/1957","08/02/2015","08/01/2016","Active","Individual","45.00","Check","08/01/2015","Divorced","Wright",""
"Amanda","Gupta","Amanda","a.gupta@earthlink.net","(210) 624-8039","","2529 Cliff Shadow","San Antonio","TX","78193","US","Female","01/31/1953","04/09/2023","04/08/2024","Active","Individual","45.00","Stripe","04/08/2023","Married","Hughes; Krawczyk; Russell; Abernathy",""
"Arjun","Pham","Arjun","arjun27@yahoo.com","(210) 285-1961","","14196 Misty Glen","San Antonio","TX","78296","US","Male","04/02/1942","12/06/2024","12/06/2025","Active","Individual","45.00","Check","11/29/2024","Single","Russell; Long; Morgan; Szymanski; Jones",""
"Kathryn","Powell","Kathryn","kathryn.powell63@gmail.com","(210) 263-7190","","1841 Cibolo Creek Apt 443","San Antonio","TX","78115","US","Female","07/28/1936","05/04/2022","05/04/2023","Lapsed","Individual","45.00","Check","04/27/2022","Married","Li; Nguyen","Moved from Dallas"
"Lakshmi","Fitzgerald","Lakshmi","l.fitzgerald@yahoo.com","(830) 819-9376","","16814 Creekside Dr","Seguin","TX","78191","US","Female","09/17/1979","08/12/2023","02/07/2026","Grace Period","Individual","45.00","PayPal","08/06/2023","Single","Howard; Fitzgerald",""
"Linda","Martinez","Linda","martinezl@yahoo.com","(210) 216-2894","","6371 Perrin Beitel Rd","San Antonio","TX","78293","US","Female","06/13/1937","05/01/2025","05/01/2026","Active","Family","65.00","PayPal","04/29/2025","Divorced","Singh; Northcutt; Wright",""
"Alejandra","Pierce","Alex","piercea@gmail.com","(361) 854-4863","","17652 Pleasanton Rd","Corpus Christi","TX","78483","US","Female","02/17/1937","10/26/2020","10/26/2021","Expired","Family","65.00","Check","10/22/2020","Divorced","Kimball; Barnes",""
"Brendan","Hoffman","Brendan","brendanhoffman@yahoo.com","(512) 706-2525","","23047 Presa St","Austin","TX","73720","US","Male","10/02/1979","11/02/2025","11/02/2026","Active","Individual","45.00","PayPal","11/01/2025","Divorced","Clark; Richter","FamilySearch volunteer"
"Diego","Medina","Diego","diego.medina36@att.net","(830) 251-1488","","17003 Fox Run","Fredericksburg","TX","78686","US","Male","","10/23/2023","10/22/2024","Active","Individual","45.00","Check","10/16/2023","Married","Martin",""
"Declan","Wang","Declan","wang.declan@gmail.com","(972) 517-5976","","15344 Lake Dr","Dallas","TX","75278","US","Male","06/28/1995","02/20/2025","02/20/2026","Active","Individual","45.00","PayPal","02/19/2025","Married","Bailey; Reed; Peterson; Whitfield; Green","Photographs headstones"
"Veronica","Hernandez","Veronica","hernandez.v55@outlook.com","(210) 959-7074","","22746 Ingram Rd","San Antonio","TX","78211","US","Female","02/04/1966","10/09/2021","10/09/2022","Active","Student","20.00","Credit Card","10/04/2021","Divorced","Sheridan; Foster; Bryant","DRT member"
"Linda","Estrada","Linda","estradal@outlook.com","(830) 353-4610","","7692 Encino Rio","Kerrville","TX","78094","US","Female","12/16/1952","07/06/2020","07/06/2021","Expired","Student","20.00","PayPal","06/29/2020","Married","Braun",""
"Denise","Pierce","Denise","dpierce@gmail.com","(210) 731-7210","","24074 Bluemel Rd","San Antonio","TX","78273","US","Female","08/01/1971","11/12/2018","11/12/2019","Expired","Student","20.00","Credit Card","11/05/2018","Widowed","Bryant; Butler; De La Cruz",""
"Alejandra","Kelly","Alejandra","alejandra.kelly@hotmail.com","(210) 402-3222","","14721 Robin Nest Unit 856","San Antonio","TX","78198","US","Female","","08/11/2024","01/29/2026","Grace Period","Individual","45.00","Check","08/05/2024","Married","Kaminski; Wang",""
"Jasmine","Martin","Jasmine","martin.jasmine@hotmail.com","(210) 380-3458","","25448 Thousand Oaks Dr","San Antonio","TX","78142","US","Female","04/25/1972","05/11/2020","05/11/2021","Active","Family","65.00","Check","05/06/2020","Divorced","Jones; Villarreal","Teaches beginner classes"
"Cheryl","Warren","Cheryl","cheryl.warren73@gmail.com","(210) 658-2231","","12324 Commerce St","San Antonio","TX","78172","US","Female","10/20/1967","11/28/2024","11/28/2025","Active","Individual","45.00","PayPal","11/26/2024","Single","",""
"Orla","O'Sullivan","Orla","","(281) 719-7115","","26051 Perrin Beitel Rd","Houston","TX","77253","US","Female","06/13/1966","07/06/2022","07/06/2023","Active","Family","65.00","Check","07/06/2022","Single","Adams; Reed",""
"Crystal","Smith","Crystal","crystal.smith@icloud.com","(210) 203-8543","(713) 962-3857","6696 Quail Creek","San Antonio","TX","78299","US","Female","09/21/1960","05/26/2021","05/26/2022","Active","Individual","45.00","Credit Card","05/23/2021","Widowed","Stewart; Phillips; Kowalski; Forsythe",""
"Mariana","West","Mariana","m.west@aol.com","(713) 511-4816","","9734 Cibolo Creek # 584","Houston","TX","77442","US","Female","12/26/1953","01/03/2018","01/03/2019","Active","Individual","45.00","Credit Card","12/27/2017","Married","Abernathy","Research focus: African American genealogy"
"Diana","Sharma","Diana","dianasharma@gmail.com","(210) 701-9647","","25774 Fredericksburg Rd","San Antonio","TX","78217","US","Female","09/18/1950","03/01/2020","03/01/2021","Active","Individual","45.00","PayPal","03/01/2020","Divorced","Krawczyk; Roberts","Gift membership from spouse"
"Vincent","Gibson","Vincent","gibson.vincent@gmail.com","(214) 430-7503","","5568 Tezel Rd","Dallas","TX","75209","US","Male","01/06/1957","02/27/2024","02/26/2025","Active","Individual","45.00","PayPal","02/27/2024","Married","Blackwood; Hayes",""
"Elena","Martinez","Elena","emartinez@yahoo.com","(210) 644-4353","","11497 Bitters Rd","San Antonio","TX","78246","US","Female","","06/03/2021","06/03/2022","Deceased","Family","65.00","Check","05/30/2021","Married","Foster; Fitzgerald",""
"Marilyn","Sanchez","Marilyn","marilyn85@hotmail.com","(210) 500-1001","","3060 Winding Way","San Antonio","TX","78172","US","Female","06/08/1955","04/22/2023","04/21/2024","Active","Individual","45.00","Stripe","04/17/2023","Married","Chen; Coleman; Ryan",""
"Jerome","Nichols","Jerome","jerome.nichols@gmail.com","(210) 640-9511","","3975 Marbach Rd","San Antonio","TX","78202","US","Male","11/29/1947","12/22/2020","12/22/2021","Pending","Student","0.00","","","Married","Martin; Hall; Fitzgerald",""
"Sakura","Anderson","Sakura","s.anderson@gmail.com","(512) 615-1259","","3674 Lakeview Dr","Austin","TX","78758","US","Female","12/19/1940","08/21/2024","02/24/2026","Grace Period","Individual","45.00","Credit Card","08/17/2024","Married","Cunningham; Gonzalez; Hargrove",""
"Sara","Myers","Sara","myers.s69@hotmail.com","(830) 368-1166","","115 Timber Path","New Braunfels","TX","78110","US","Female","07/26/1978","05/03/2021","05/03/2022","Active","Individual","45.00","Check","05/01/2021","Widowed","King; Pemberton; Pham; Kaminski","Moved from Lubbock"
"Brittany","Krawczyk","Brittany","brittany.krawczyk@icloud.com","(512) 512-8708","","10327 Hill St","Georgetown","TX","78617","US","Female","10/09/1968","10/01/2016","10/01/2017","Active","Family","65.00","PayPal","09/29/2016","Married","",""
"Alejandro","Nichols","Alejandro","a.nichols@gmail.com","(210) 213-3742","","5564 Lockhill Selma Rd","San Antonio","TX","78284","US","Male","12/03/1944","01/19/2019","01/19/2020","Active","Individual","45.00","Check","01/18/2019","Married","Hayes",""
"Sunita","Martinez","Sunita","s.martinez@yahoo.com","(210) 416-7653","","3386 Broadway","San Antonio","TX","78274","US","Female","06/14/1967","07/10/2016","07/10/2017","Deceased","Individual","45.00","Check","07/04/2016","Widowed","Szymanski; Castillo","DNA project coordinator"
"Denisha","Boyd","Denisha","dboyd@gmail.com","(210) 564-8676","","19010 Rolling Oaks","San Antonio","TX","78115","US","Female","","02/09/2023","02/09/2024","Active","Family","65.00","Check","02/07/2023","Married","Evans","Ancestry.com subscriber"
"Vernon","Rivera","Vernon","riverav@icloud.com","(210) 819-1699","","11104 N New Braunfels Ave # 501","San Antonio","TX","78201","US","Male","01/08/1961","12/14/2015","12/13/2016","Active","Individual","45.00","PayPal","12/07/2015","Widowed","Thompson; Tran; Southard; Lopez",""
"Jaime","Sanchez","Jaime","jsanchez@gmail.com","(210) 225-8151","","3813 Tezel Rd","San Antonio","TX","78155","US","Male","05/08/1962","12/26/2022","12/26/2023","Active","Family","65.00","Check","12/19/2022","Married","Whitfield; Perez; Trevino; Russell; Parker; Langston",""
"Marco","Reynolds","Marco","marco.reynolds@gmail.com","(210) 784-1660","","13288 De Zavala Rd","San Antonio","TX","78233","US","Male","","07/17/2024","07/17/2025","Active","Individual","45.00","Credit Card","07/14/2024","Married","Diaz; Abernathy; Montoya",""
"Juanita","Garcia","Juanita","j.garcia@att.net","(210) 363-5391","","7791 Ray Ellison Blvd","San Antonio","TX","78132","US","Female","04/18/1945","05/07/2017","05/07/2018","Active","Individual","45.00","Check","05/04/2017","Married","Wisniewski; Oglethorpe; Gutierrez; Baker",""
"Lech","Robertson","Lech","lechrobertson@swbell.net","(210) 968-4751","","10225 West Ave","San Antonio","TX","78144","US","Male","05/15/1955","02/25/2016","02/21/2026","Grace Period","Senior","30.00","PayPal","02/20/2016","Single","Westbrook; Ingersoll",""
"Ursula","Warren","Ursula","warrenu@gmail.com","(210) 614-7119","","321 Misty Glen","San Antonio","TX","78286","US","Female","02/17/1948","03/10/2024","03/10/2025","Active","Individual","45.00","Check","03/04/2024","Widowed","Turner; Kowalski; Thompson",""
"Aiden","Garcia","Aiden","aiden.garcia59@att.net","(830) 468-4197","","16918 Pleasanton Rd","New Braunfels","TX","78197","US","Male","09/24/1971","04/01/2015","03/31/2016","Pending","Individual","0.00","","","Married","Kelly",""
"Jack","Garza","Jack","jackgarza@hotmail.com","(830) 864-3154","","5288 Lakeview Dr","Seguin","TX","78171","US","Male","","06/23/2022","06/23/2023","Active","Individual","45.00","PayPal","06/20/2022","Married","Brennan; Thompson",""
"Judith","Soto","Judith","judith.soto61@swbell.net","(210) 517-1235","","13555 Fox Run","San Antonio","TX","78200","US","Female","10/03/1934","09/22/2018","09/22/2019","Active","Individual","45.00","Check","09/19/2018","Single","Garza; Bell; Quincy; Harris; Castillo; Carter","Maintains family website; Gift membership"
"Curtis","Mueller","Curtis","mueller.curtis@gmail.com","(210) 243-8187","","9848 Timber Path","San Antonio","TX","78243","US","Male","03/08/1984","09/01/2020","","Active","Life","500.00","Check","08/28/2020","Married","",""
"Donna","Wood","Donna","d.wood@earthlink.net","(210) 238-4302","","4200 Creek Stone","Helotes","TX","78064","US","Female","08/18/1944","08/08/2023","08/07/2024","Active","Individual","45.00","Credit Card","08/06/2023","Widowed","Drummond; Krueger; Remington",""
"Elzbieta","Arnold","Elzbieta","elzbieta.arnold@hotmail.com","(210) 498-2219","","19454 Canyon View","San Antonio","TX","78253","US","Female","11/08/1969","02/28/2020","","Active","Life","500.00","PayPal","02/23/2020","Married","Doyle; Graham; Foster",""
"Teresa","Weber","Teresa","teresaweber@yahoo.com","(210) 754-3722","","20299 Rittiman Rd Unit 276","San Antonio","TX","78141","US","Female","","01/05/2021","","Active","Life","500.00","Check","12/29/2020","Widowed","Chen; Castillo",""
"Connor","Cook","Connor","cook.connor@icloud.com","(210) 428-9321","","23798 Broadway","San Antonio","TX","78132","US","Male","","01/17/2024","01/16/2025","Active","Family","65.00","Credit Card","01/12/2024","Married","Allen; Blackwood; Wang",""
"Angelica","Soto","Angelica","soto.angelica@aol.com","(512) 370-8716","","19270 Rolling Oaks","Austin","TX","78708","US","Female","08/12/1954","04/21/2021","04/21/2022","Active","Individual","45.00","Check","04/20/2021","","Galbraith; Oglethorpe; Quincy; Smith",""
"Bobby","Hudson","Bobby","bobby.hudson@yahoo.com","(210) 997-1469","","12437 Callaghan Rd","San Antonio","TX","78284","US","Male","08/13/1998","05/23/2018","","Active","Life","500.00","Check","05/16/2018","Widowed","",""
"Padraig","Fitzgerald","Padraig","fitzgeraldp@protonmail.com","(210) 593-4121","","5920 Medio Creek Unit 242","San Antonio","TX","78280","US","Male","07/19/1969","12/27/2022","12/27/2023","Active","Family","65.00","Credit Card","12/20/2022","Widowed","Young",""
"Carlos","Harrison","Carlos","harrison.carlos@yahoo.com","(817) 323-4950","","20070 Callaghan Rd","Fort Worth","TX","76183","US","Male","01/20/1964","02/22/2019","02/22/2020","Active","Individual","45.00","Check","02/19/2019","Married","Kaminski; Singh",""
"Christopher","Trevino","Chris","trevino.christopher@sbcglobal.net","(915) 590-4436","","11419 Washington Blvd","El Paso","TX","79956","US","Male","06/04/1966","07/16/2017","07/16/2018","Deceased","Individual","45.00","PayPal","07/10/2017","","Chamberlain; Abernathy; Northcutt; Sanchez; Norwood",""
"Gloria","Doyle","Gloria","doyleg@yahoo.com","(210) 796-2937","","987 Shady Oak","San Antonio","TX","78185","US","Female","","05/10/2024","05/10/2025","Active","Family","65.00","Check","05/08/2024","Married","Watson; Wright; Rivera",""
"Lawrence","Zhou","Lawrence","lawrence11@outlook.com","(210) 778-2289","","9733 West Ave","San Antonio","TX","78241","US","Male","10/10/1972","05/15/2023","05/14/2024","Active","Family","65.00","Check","05/08/2023","Married","Hughes; Ingersoll",""
"Dorothy","Lopez","Dorothy","dlopez@att.net","(361) 525-2480","","8051 NW Military Hwy","Corpus Christi","TX","78300","US","Female","09/29/1961","10/20/2021","10/20/2022","Active","Individual","45.00","Credit Card","10/20/2021","Single","O'Neill; Jankowski; Smith","Moved from Houston"
"Leroy","Owens","Leroy","leroy51@outlook.com","(830) 908-5988","","26540 Pine St","New Braunfels","TX","78197","US","Male","02/17/1974","12/25/2023","12/24/2024","Active","Individual","45.00","Credit Card","12/19/2023","Married","Sheridan; Gutierrez; Schneider; Rogers",""
"Robert","Ford","Bob","rford@hotmail.com","(210) 612-7496","","27036 Ingram Rd","San Antonio","TX","78103","US","Male","05/09/1946","10/21/2023","","Deceased","Life","500.00","Check","10/20/2023","Married","Jackson; Villarreal",""
"Beata","Butler","Beata","butler.b21@outlook.com","(210) 890-3668","","11645 NW Military Hwy","San Antonio","TX","78103","US","Female","09/14/1952","02/20/2016","02/19/2017","Active","Individual","45.00","Check","02/17/2016","Married","Bennett; Jones","Research focus: Texas Revolution; Active cemetery researcher"
"Denise","Kennedy","Denise","d.kennedy@gmail.com","(512) 691-8357","","23863 SE Military Dr","Austin","TX","78730","US","Female","10/10/1956","05/26/2022","02/26/2026","Grace Period","Individual","45.00","PayPal","05/20/2022","Married","Phillips; Nguyen; Godfrey; Gonzales",""
"Dorothy","Wilson","Dottie","wilson.dorothy@hotmail.com","(512) 343-4472","","14026 Lark Meadow","Austin","TX","78636","US","Female","11/26/1937","12/14/2022","12/14/2023","Active","Family","65.00","PayPal","12/12/2022","Married","Shah","Research focus: Native American ancestry; Research focus: Civil War"
